TRIALS, THROUGHPUT_RATE_3m,RESPONSE_TIME_RATE_3m,MAX_RESPONSE_TIME,CPU_USAGE,MEM_USAGE,CPU_MIN,CPU_MAX,MEM_MIN,MEM_MAX,THRPT_PROM_CI,RSPTIME_PROM_CI,THROUGHPUT_WRK,RESPONSETIME_WRK,RESPONSETIME_MAX_WRK,RESPONSETIME_STDEV_WRK,WEB_ERRORS,THRPT_WRK_CI,RSPTIME_WRK_CI,CPU_REQ,MEM_REQ,CPU_LIM,MEM_LIM,QRKS_TP_CORETHREADS,QRKS_TP_QUEUESIZE,QRKS_DS_JDBC_MINSIZE,QRKS_DS_JDBC_MAXSIZE,FreqInlineSize,MaxInlineLevel,MinInliningThreshold,CompileThreshold,CompileThresholdScaling,ConcGCThreads,InlineSmallCode,LoopUnrollLimit,LoopUnrollMin,MinSurvivorRatio,NewRatio,TieredStopAtLevel,TieredCompilation,AllowParallelDefineClass,AllowVectorizeOnDemand,AlwaysCompileLoopMethods,AlwaysPreTouch,AlwaysTenure,BackgroundCompilation,DoEscapeAnalysis,UseInlineCaches,UseLoopPredicate,UseStringDeduplication,UseSuperWord,UseTypeSpeculation
50,536.63,26.2147,5293.599736,2.72623,355.34,1.55031364498227,3.42502906505556,340,382,3.87,7.54,525.268,970.798,8120,957.914,0,2.71,2.76,3.39,3704M,3.39,3704M,12,8780,4,48,406,49,181,6550,1.5,5,2909,163,12,25,8,0,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
8,313.381,26.9807,7954.298919,1.33339,244.719,0.713704364814191,1.69901027723704,227,270,3.16,9.25,306.757,1661.11,10940,1746.67,0,2.8,2.59,1.64,985M,1.64,985M,13,8900,5,79,496,16,59,3540,11.1,4,782,236,13,20,9,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,9999,0,0,1.7,674M,1.7,674M,15,2190,5,88,383,43,150,3380,6.9,7,3770,30,5,13,4,2,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
7,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,9999,0,0,2.34,1017M,2.34,1017M,7,3000,10,42,339,11,152,7030,1.6,3,4484,187,6,29,8,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
10,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,9999,0,0,3.19,603M,3.19,603M,20,920,11,35,478,22,165,8000,12.1,5,1874,54,9,26,8,2,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
20,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,9999,0,0,2.12,338M,2.12,338M,5,7070,7,71,452,50,176,7590,3.1,8,1739,90,7,32,7,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
29,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,9999,0,0,3.09,846M,3.09,846M,8,4270,9,83,435,31,136,9470,5.5,6,3814,164,18,16,9,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
41,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,9999,0,0,1.95,875M,1.95,875M,25,9060,9,37,413,31,189,9290,6.2,4,4754,124,15,46,8,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
102,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,9999,0,0,4,2344M,4,2344M,4,330,4,65,475,20,153,3690,6.5,7,2657,94,11,45,8,4,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
114,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,9999,0,0,3.96,2171M,3.96,2171M,8,250,4,84,475,21,132,3620,6.4,7,2856,87,11,47,9,4,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
199,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,9999,0,0,3.24,387M,3.24,387M,24,1360,3,50,479,25,17,1250,2.1,7,4153,141,5,36,10,4,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE

