SCALE,THROUGHPUT,RESPONSE_TIME,THROUGHPUT_RATE_3m,RESPONSE_TIME_RATE_3m,MAX_RESPONSE_TIME,MEM_USAGE,CPU_USAGE,CPU_MIN,CPU_MAX,MEM_MIN,MEM_MAX,thrpt_prom_ci,rsp_prom_ci,Throughput,Responsetime,RESPONSETIME_MAX,STDEV_RESPTIME_MAX,WEB_ERRORS,thrp_wrk_ci,rsp_wrk_ci,CPU_REQ,MEM_REQ,CPU_LIM,MEM_LIM,maxinlinelevel,quarkustpcorethreads,quarkustpqueuesize,quarkusdatasourcejdbcminsize,quarkusdatasourcejdbcmaxsize
1,73,13,68,14,5337.000,412.603,0.179786,.1370952125888889,.3049774813872438,376,476,911.84,911.52,298.997,127.527,6610.00,497.66,138.333,1.04,49.47,,,,,,,,,
1,89,10.5,91,10.5,5023.000,333.929,0.191434,.1639707359740741,.3160049495411145,0,414,171.32,181.51,235.5,1895.1,10600.00,73.96,34148.3,18.55,17.95,1.38,957.0M,1.38,957.0M,12,2,58,5,28

