start_timestamp,end_timestamp,cpu_request_avg_container,cpu_request_sum_container,cpu_limit_avg_container,cpu_limit_sum_container,cpu_usage_sum_container,cpu_usage_avg_container,cpu_usage_max_container,cpu_usage_min_container,cpu_throttle_sum_container,cpu_throttle_avg_container,cpu_throttle_max_container,cpu_total_avg,cpu_total_max,cpu_total_sum,mem_request_avg_container,mem_request_sum_container,mem_limit_avg_container,mem_limit_sum_container,mem_usage_sum_container,mem_usage_avg_container,mem_usage_max_container,mem_usage_min_container,mem_rss_sum_container,mem_rss_avg_container,mem_rss_max_container,mem_rss_min_container,network_sum_pod_normalised,network_sum_pod
Fri Dec  2 08:21:46 UTC 2022,Fri Dec  2 08:36:47 UTC 2022,4,12,4,12,0.007751206163508,0.002583735387836,0.005300455446379,0.001094745848306,0,0,0,0.002583735387836,0.005300455446379,0.007751206163508,4096000000,12288000000,4096000000,12288000000,539676672,179892224,0,146480697.54847,519057408,173019136,0,324.503718420842,2.00E-13,4.00E-07
Fri Dec  2 08:21:46 UTC 2022,Fri Dec  2 08:36:47 UTC 2022,4,12,4,12,0.007751206163508,0.002583735387836,0.005300455446379,0.001094745848306,0,0,0,0.002583735387836,0.005300455446379,0.007751206163508,4096000000,12288000000,4096000000,12288000000,456091925.024154,152030641.674718,179892224,0,439442092.64541,146480697.54847,173019136,0,0.00016225185921,324.503718420842
Fri Dec  2 08:36:47 UTC 2022,Fri Dec  2 08:51:47 UTC 2022,4,12,4,12,9.13762137953208,3.04587379317736,4.06709165195185,0.003277966343168,0.745199179741848,0.248399726580616,0.248399726580616,3.29427351975798,4.31549137853247,9.88282055927393,4096000000,12288000000,4096000000,12288000000,1045683034.83871,348561011.612903,613429248,153325568,1017584342.70968,339194780.903226,602660864,146071552,14.3213714598583,28642742.9197166
Fri Dec  2 08:51:47 UTC 2022,Fri Dec  2 09:06:47 UTC 2022,4,12,4,12,9.38051225180865,3.12683741726955,4.13155256847408,2.28694910592222,0.192361407036996,0.064120469012332,0.064120469012332,3.19095788628188,4.19567303748641,9.57287365884565,4096000000,12288000000,4096000000,12288000000,1359258921.29032,453086307.096774,624553984,316407808,1333392020.64516,444464006.88172,614707200,307609600,12.4471010550806,24894202.1101611
Fri Dec  2 09:06:47 UTC 2022,Fri Dec  2 09:21:47 UTC 2022,4,12,4,12,8.01745016619135,2.67248338873045,3.62971404224815,2.33260856097407,1.5393434572102,0.513114485736733,0.513114485736733,3.18559787446718,4.14282852798488,9.55679362340155,4096000000,12288000000,4096000000,12288000000,1476423547.87097,492141182.623656,639754240,365158400,1451437815.74194,483812605.247312,628838400,357654528,17.0629347380777,34125869.4761553
Fri Dec  2 09:21:47 UTC 2022,Fri Dec  2 09:36:48 UTC 2022,4,12,4,12,11.7970394851438,3.93234649504794,4.24419073538889,3.61563241747778,4.55566525782315,1.51855508594105,1.51855508594105,5.45090158098899,5.76274582132994,16.352704742967,4096000000,12288000000,4096000000,12288000000,1818796560.51613,606265520.172043,653631488,487182336,1794102305.03226,598034101.677419,646406144,477634560,31.7842899455273,63568579.8910546
Fri Dec  2 09:36:48 UTC 2022,Fri Dec  2 09:51:48 UTC 2022,4,12,4,12,11.5980128739111,3.8660042913037,4.19454323924815,3.54916568086667,0.499713791395677,0.166571263798559,0.166571263798559,4.03257555510226,4.36111450304671,12.0977266653068,4096000000,12288000000,4096000000,12288000000,1919120417.03226,639706805.677419,666972160,595595264,1895878788.12903,631959596.043011,654594048,585789440,17.7081997159121,35416399.4318243
Fri Dec  2 09:51:48 UTC 2022,Fri Dec  2 10:06:48 UTC 2022,4,12,4,12,9.50666507820384,3.16888835940128,4.13642099222593,2.11945928612964,0.148271416524636,0.049423805508212,0.049423805508212,3.21831216490949,4.18584479773414,9.65493649472848,4096000000,12288000000,4096000000,12288000000,1920523098.83871,640174366.27957,662478848,603357184,1900242613.67742,633414204.55914,656896000,596377600,13.5047733506258,27009546.7012516
Fri Dec  2 10:06:48 UTC 2022,Fri Dec  2 10:21:48 UTC 2022,4,12,4,12,7.3054239746211,2.4351413248737,3.56873113944445,2.04546507121852,0.138377854879194,0.046125951626398,0.046125951626398,2.4812672765001,3.61485709107085,7.4438018295003,4096000000,12288000000,4096000000,12288000000,1947945950.96774,649315316.989248,699432960,603058176,1927024640,642341546.666667,693055488,596811776,12.7852500146034,25570500.0292068
Fri Dec  2 08:21:46 UTC 2022,Fri Dec  2 08:36:47 UTC 2022,4,12,4,12,0.007751206163508,0.002583735387836,0.005300455446379,0.001094745848306,0,0,0,0.002583735387836,0.005300455446379,0.007751206163508,4096000000,12288000000,4096000000,12288000000,456091925.024154,152030641.674718,179892224,0,439442092.64541,146480697.54847,173019136,0,0.00016225185921,324.503718420842
Fri Dec  2 08:36:47 UTC 2022,Fri Dec  2 08:51:47 UTC 2022,4,12,4,12,9.13762137953208,3.04587379317736,4.06709165195185,0.003277966343168,0.745199179741848,0.248399726580616,0.248399726580616,3.29427351975798,4.31549137853247,9.88282055927393,4096000000,12288000000,4096000000,12288000000,1045683034.83871,348561011.612903,613429248,153325568,1017584342.70968,339194780.903226,602660864,146071552,14.3213714598583,28642742.9197166
Fri Dec  2 08:51:47 UTC 2022,Fri Dec  2 09:06:47 UTC 2022,4,12,4,12,9.38051225180865,3.12683741726955,4.13155256847408,2.28694910592222,0.192361407036996,0.064120469012332,0.064120469012332,3.19095788628188,4.19567303748641,9.57287365884565,4096000000,12288000000,4096000000,12288000000,1359258921.29032,453086307.096774,624553984,316407808,1333392020.64516,444464006.88172,614707200,307609600,12.4471010550806,24894202.1101611
Fri Dec  2 09:06:47 UTC 2022,Fri Dec  2 09:21:47 UTC 2022,4,12,4,12,8.01745016619135,2.67248338873045,3.62971404224815,2.33260856097407,1.5393434572102,0.513114485736733,0.513114485736733,3.18559787446718,4.14282852798488,9.55679362340155,4096000000,12288000000,4096000000,12288000000,1476423547.87097,492141182.623656,639754240,365158400,1451437815.74194,483812605.247312,628838400,357654528,17.0629347380777,34125869.4761553
Fri Dec  2 09:21:47 UTC 2022,Fri Dec  2 09:36:48 UTC 2022,4,12,4,12,11.7970394851438,3.93234649504794,4.24419073538889,3.61563241747778,4.55566525782315,1.51855508594105,1.51855508594105,5.45090158098899,5.76274582132994,16.352704742967,4096000000,12288000000,4096000000,12288000000,1818796560.51613,606265520.172043,653631488,487182336,1794102305.03226,598034101.677419,646406144,477634560,31.7842899455273,63568579.8910546
Fri Dec  2 09:36:48 UTC 2022,Fri Dec  2 09:51:48 UTC 2022,4,12,4,12,11.5980128739111,3.8660042913037,4.19454323924815,3.54916568086667,0.499713791395677,0.166571263798559,0.166571263798559,4.03257555510226,4.36111450304671,12.0977266653068,4096000000,12288000000,4096000000,12288000000,1919120417.03226,639706805.677419,666972160,595595264,1895878788.12903,631959596.043011,654594048,585789440,17.7081997159121,35416399.4318243
Fri Dec  2 09:51:48 UTC 2022,Fri Dec  2 10:06:48 UTC 2022,4,12,4,12,9.50666507820384,3.16888835940128,4.13642099222593,2.11945928612964,0.148271416524636,0.049423805508212,0.049423805508212,3.21831216490949,4.18584479773414,9.65493649472848,4096000000,12288000000,4096000000,12288000000,1920523098.83871,640174366.27957,662478848,603357184,1900242613.67742,633414204.55914,656896000,596377600,13.5047733506258,27009546.7012516
Fri Dec  2 10:06:48 UTC 2022,Fri Dec  2 10:21:48 UTC 2022,4,12,4,12,7.3054239746211,2.4351413248737,3.56873113944445,2.04546507121852,0.138377854879194,0.046125951626398,0.046125951626398,2.4812672765001,3.61485709107085,7.4438018295003,4096000000,12288000000,4096000000,12288000000,1947945950.96774,649315316.989248,699432960,603058176,1927024640,642341546.666667,693055488,596811776,12.7852500146034,25570500.0292068
Fri Dec  2 08:21:46 UTC 2022,Fri Dec  2 08:36:47 UTC 2022,4,12,4,12,0.007751206163508,0.002583735387836,0.005300455446379,0.001094745848306,0,0,0,0.002583735387836,0.005300455446379,0.007751206163508,4096000000,12288000000,4096000000,12288000000,456091925.024154,152030641.674718,179892224,0,439442092.64541,146480697.54847,173019136,0,0.00016225185921,324.503718420842
Fri Dec  2 08:36:47 UTC 2022,Fri Dec  2 08:51:47 UTC 2022,4,12,4,12,9.13762137953208,3.04587379317736,4.06709165195185,0.003277966343168,0.745199179741848,0.248399726580616,0.248399726580616,3.29427351975798,4.31549137853247,9.88282055927393,4096000000,12288000000,4096000000,12288000000,1045683034.83871,348561011.612903,613429248,153325568,1017584342.70968,339194780.903226,602660864,146071552,14.3213714598583,28642742.9197166
Fri Dec  2 08:51:47 UTC 2022,Fri Dec  2 09:06:47 UTC 2022,4,12,4,12,9.38051225180865,3.12683741726955,4.13155256847408,2.28694910592222,0.192361407036996,0.064120469012332,0.064120469012332,3.19095788628188,4.19567303748641,9.57287365884565,4096000000,12288000000,4096000000,12288000000,1359258921.29032,453086307.096774,624553984,316407808,1333392020.64516,444464006.88172,614707200,307609600,12.4471010550806,24894202.1101611
Fri Dec  2 09:06:47 UTC 2022,Fri Dec  2 09:21:47 UTC 2022,4,12,4,12,8.01745016619135,2.67248338873045,3.62971404224815,2.33260856097407,1.5393434572102,0.513114485736733,0.513114485736733,3.18559787446718,4.14282852798488,9.55679362340155,4096000000,12288000000,4096000000,12288000000,1476423547.87097,492141182.623656,639754240,365158400,1451437815.74194,483812605.247312,628838400,357654528,17.0629347380777,34125869.4761553
Fri Dec  2 09:21:47 UTC 2022,Fri Dec  2 09:36:48 UTC 2022,4,12,4,12,11.7970394851438,3.93234649504794,4.24419073538889,3.61563241747778,4.55566525782315,1.51855508594105,1.51855508594105,5.45090158098899,5.76274582132994,16.352704742967,4096000000,12288000000,4096000000,12288000000,1818796560.51613,606265520.172043,653631488,487182336,1794102305.03226,598034101.677419,646406144,477634560,31.7842899455273,63568579.8910546
Fri Dec  2 09:36:48 UTC 2022,Fri Dec  2 09:51:48 UTC 2022,4,12,4,12,11.5980128739111,3.8660042913037,4.19454323924815,3.54916568086667,0.499713791395677,0.166571263798559,0.166571263798559,4.03257555510226,4.36111450304671,12.0977266653068,4096000000,12288000000,4096000000,12288000000,1919120417.03226,639706805.677419,666972160,595595264,1895878788.12903,631959596.043011,654594048,585789440,17.7081997159121,35416399.4318243
Fri Dec  2 09:51:48 UTC 2022,Fri Dec  2 10:06:48 UTC 2022,4,12,4,12,9.50666507820384,3.16888835940128,4.13642099222593,2.11945928612964,0.148271416524636,0.049423805508212,0.049423805508212,3.21831216490949,4.18584479773414,9.65493649472848,4096000000,12288000000,4096000000,12288000000,1920523098.83871,640174366.27957,662478848,603357184,1900242613.67742,633414204.55914,656896000,596377600,13.5047733506258,27009546.7012516
Fri Dec  2 10:06:48 UTC 2022,Fri Dec  2 10:21:48 UTC 2022,4,12,4,12,7.3054239746211,2.4351413248737,3.56873113944445,2.04546507121852,0.138377854879194,0.046125951626398,0.046125951626398,2.4812672765001,3.61485709107085,7.4438018295003,4096000000,12288000000,4096000000,12288000000,1947945950.96774,649315316.989248,699432960,603058176,1927024640,642341546.666667,693055488,596811776,12.7852500146034,25570500.0292068
Fri Dec  2 08:21:46 UTC 2022,Fri Dec  2 08:36:47 UTC 2022,4,12,4,12,0.007751206163508,0.002583735387836,0.005300455446379,0.001094745848306,0,0,0,0.002583735387836,0.005300455446379,0.007751206163508,4096000000,12288000000,4096000000,12288000000,456091925.024154,152030641.674718,179892224,0,439442092.64541,146480697.54847,173019136,0,0.00016225185921,324.503718420842
