Trials,Throughput,Responsetime,TOTAL_PODS_MEM,TOTAL_PODS_CPU,CPU_MIN,CPU_MAX,MEM_MIN,MEM_MAX,WEB_ERRORS,MAXINLINELEVEL,thrpt_ci,resp_ci,cpu_ci,mem_ci
1,314.317,796.667,461.449,0.765043,0.63432652077943,0.984253181259255,454,466,0,9, ,2.91,3.55,1.15,4.67

