TRIALS, THROUGHPUT_RATE_3m,RESPONSE_TIME_RATE_3m,MAX_RESPONSE_TIME,CPU_USAGE,MEM_USAGE,CPU_MIN,CPU_MAX,MEM_MIN,MEM_MAX,THRPT_PROM_CI,RSPTIME_PROM_CI,, THROUGHPUT_WRK,RESPONSETIME_WRK,RESPONSETIME_MAX_WRK,RESPONSETIME_STDEV_WRK,WEB_ERRORS,THRPT_WRK_CI,RSPTIME_WRK_CI,, CPU_REQ,MEM_REQ,CPU_LIM,MEM_LIM,QRKS_TP_CORETHREADS,QRKS_TP_QUEUESIZE,QRKS_DS_JDBC_MINSIZE,QRKS_DS_JDBC_MAXSIZE,FreqInlineSize,MaxInlineLevel,MinInliningThreshold,CompileThreshold,CompileThresholdScaling,ConcGCThreads,InlineSmallCode,LoopUnrollLimit,LoopUnrollMin ,MinSurvivorRatio,NewRatio,TieredStopAtLevel,TieredCompilation,AllowParallelDefineClass,AllowVectorizeOnDemand,AlwaysCompileLoopMethods,AlwaysPreTouch,AlwaysTenure,BackgroundCompilation,DoEscapeAnalysis,UseInlineCaches,UseLoopPredicate,UseStringDeduplication,UseSuperWord,UseTypeSpeculation
65,11108.7,8.57542,14964.662328,1.58515,1469.75,0.928288406951483,2.04133739839259,1239,1803,4.71,19.63,, 10881.5,64.2944,4500,48.9711,0,1.74,1.67,, 1.97,3140M,1.97,3140M,5,2921,2,36,403,28,82,1655,10.03,1,2195,232,17,48,9,3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
110,10056.8,8.68997,3752.548215,1.40354,727.121,0.81743345919078,1.78797524661111,367,848,0.4,27.88,, 9870.67,70.9233,4700,54.0722,0,1.96,1.92,, 1.73,3560M,1.73,3560M,12,4602,2,40,432,26,73,3473,2.49,2,1135,158,13,21,1,2,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
77,11241.7,8.69418,12694.030136,1.59009,782.223,0.904778346553755,2.04138717107037,715,852,1.55,50.28,, 11027,63.4744,1200,45.4989,0,1.9,1.87,, 1.98,3674M,1.98,3674M,7,4022,3,37,429,11,50,1692,5.72,1,1521,214,17,9,1,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
70,10835.9,8.84999,16326.516379,1.51251,797.668,0.848814957612019,1.96759208371482,720,941,0.89,16.84,, 10645.1,65.73,2720,52.7744,0,1.56,1.5,, 1.88,3266M,1.88,3266M,3,2688,3,32,402,27,78,1002,6.99,1,2859,173,16,21,1,3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
96,11162,8.86747,4100.717233,1.593,905.711,0.798352814050391,2.07363398176667,732,1019,3.82,22.91,, 10959.4,63.8622,3490,49.6167,0,2.2,2.16,, 1.98,3369M,1.98,3369M,5,810,3,35,393,31,179,2342,7.49,2,2192,142,13,23,1,3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
35,10291.7,8.89937,18197.712239,1.518,963.832,0.826127385101481,1.94428633648889,882,1046,18.93,12.6,, 10422,67.1322,3390,46.7722,0,2.47,2.42,, 1.87,3915M,1.87,3915M,8,1182,3,38,446,31,181,2013,7.69,1,1522,213,17,15,2,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
116,10288.9,8.90324,4609.270765,1.4428,648.066,0.821732394755525,1.85327433421111,459,777,4.57,22.61,, 10073,69.4922,4700,56.8967,0,2.43,2.42,, 1.78,1727M,1.78,1727M,11,6812,2,40,456,25,77,2918,2.63,2,1421,188,12,21,1,2,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
57,11410.5,9.09672,3681.962362,1.61949,805.76,0.887801987823606,2.04493427687778,658,1036,4.73,11.89,, 11186.4,62.5689,3690,51.9667,0,2.18,2.15,, 2.0,2877M,2,2877M,6,4493,5,34,424,32,100,2283,8.29,2,700,191,18,32,2,3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
75,11156.2,9.16565,12063.366257,1.57046,1127.19,0.927208360605983,2.03906165623704,950,1232,1.88,31.79,, 10953.8,63.9,2100,46.1756,0,1.74,1.7,, 1.9500000000000002,3988M,1.95,3988M,8,3128,3,38,441,34,182,2025,8.46,1,1190,205,14,3,2,3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
131,10908.3,9.25797,3361.481334,1.52849,982.075,0.912640687108446,2.00210515585556,620,1314,2.43,6.62,, 10701.3,65.41,4800,47.58,0,2.03,2.01,, 1.9100000000000001,2013M,1.91,2013M,12,4440,1,36,477,27,55,3072,4.11,2,1517,198,15,23,9,1,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
117,10121.1,9.30118,4662.590936,1.38871,588.896,0.796365590780433,1.75777397574444,430,794,1.32,14.22,, 9924.09,70.5433,4700,49.1144,0,2.33,2.29,, 1.74,1900M,1.74,1900M,10,5606,2,39,462,27,69,2733,4.11,2,1319,182,11,22,1,2,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
97,10456.1,9.50772,9656.198007,1.50079,842.73,0.790488896006343,1.90386405754815,725,1215,4.14,3.32E+00,, 10268.7,68.1867,3510,51.6189,0,2.34,2.31,, 1.85,3591M,1.85,3591M,8,5218,3,39,383,33,114,1167,5.37,3,2031,208,10,35,2,3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
81,10944,9.62745,6616.203331,1.60216,1353.68,0.952568892909953,2.04930948807407,1179,1423,1.35,32.64,, 10745.5,65.1389,3510,48.5244,0,1.86,1.82,, 1.97,3877M,1.97,3877M,6,1525,5,35,464,33,157,1272,7.93,4,2128,224,11,46,3,3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
44,10170.7,9.74527,5287.008861,1.47932,1209.5,0.825798353399811,1.88003690930741,1094,1286,2.1,38.69,, 9995.84,69.9578,3310,50.7011,0,1.58,1.56,, 1.8399999999999999,3877M,1.84,3877M,8,3391,2,34,396,25,189,1473,6.75,1,1708,208,13,6,1,4,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
58,11387.1,9.84617,3869.84005,1.5941,1110.88,0.942866096748945,2.04657054377778,877,1292,2.43,18.45,, 11172.4,62.6567,1090,44.5689,0,1.91,1.88,, 1.97,2363M,1.97,2363M,5,5621,1,31,445,29,36,2737,7.17,3,924,202,14,27,6,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
28,10086.2,9.86693,16338.941406,1.4596,1029.61,0.775699137717444,1.82196325384074,874,1114,3.09,19.92,, 9882.67,70.7544,4600,50.9578,0,1.92,1.88,, 1.78,3772M,1.78,3772M,6,4143,2,40,437,35,178,1529,8.15,1,2467,217,14,13,2,3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
90,10007.3,9.87214,4289.656825,1.43382,778.781,0.873491387579401,1.82917033402222,468,1009,1.84,15.48,, 9817.66,71.2956,4730,49.1156,0,1.71,1.68,, 1.77,3145M,1.77,3145M,10,1737,4,40,428,29,196,1875,9.89,3,1056,138,12,29,1,4,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
31,10285.8,9.93025,14584.548863,1.46046,835.663,0.750893092576745,1.86990602052593,746,958,0.72,14.38,, 10082.9,69.3633,3470,48.8511,0,1.55,1.52,, 1.81,3330M,1.81,3330M,10,2808,3,33,468,40,137,4695,6.1,1,2262,176,19,7,1,3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
140,10813.9,10.0464,4089.182373,1.59735,678.533,0.919415054666667,2.04998388276667,495,858,10.25,12.25,, 10373.2,68.7433,3570,50.8444,0,10.16,12.58,, 1.98,2065M,1.98,2065M,14,4484,2,38,441,26,68,1381,3.74,2,1799,199,16,21,10,2,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
23,11202.6,10.2989,4364.256596,1.59899,1002.26,0.987454129034008,2.02864400089259,817,1193,2.75,24.57,, 10983,63.68,2990,46.4622,0,1.76,1.74,, 2.0,3515M,2,3515M,5,4965,2,29,406,37,164,2235,11.14,2,842,249,12,4,3,3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
8,10716.7,10.3711,4136.533055,1.54478,1012.53,0.872918592239536,1.98443786151111,887,1199,3.31,18.8,, 10513.6,64.3567,2200,47.54,0,1.93,7.21,, 1.9100000000000001,3041M,1.91,3041M,4,9293,1,30,363,31,51,3742,10.35,2,958,147,12,39,5,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
139,3327.32,10.7795,3053.513731,1.58632,613.29,0.846289769494236,2.08036803888148,518,706,4.11,13.94,, 3241.97,215.908,4530,181.971,0,1.46,1.38,, 1.96,3221M,1.96,3221M,9,230,2,40,434,22,71,6767,6.56,2,604,171,12,25,2,2,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
99,10771,11.1478,15695.35325,1.56573,1043.63,0.874352496634713,2.0313864444037,892,1266,15.91,16.68,, 10892.9,64.2222,3390,46.54,0,1.7,1.64,, 1.9300000000000002,3043M,1.93,3043M,10,4298,1,27,434,36,152,3219,3.09,1,1696,151,16,28,3,3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
46,10049,11.4477,6346.720404,1.42466,961.419,0.778430347655103,1.81647663185185,853,1015,1.54,6.46,, 9852.42,70.9711,2600,49.0111,0,1.37,1.32,, 1.79,3510M,1.79,3510M,9,2064,3,31,328,28,147,6021,3.19,1,2593,187,17,14,1,4,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
137,9172.45,11.6879,3750.069704,1.56112,836.754,0.89452270747037,1.94891051535556,713,986,3.15,39.25,, 9004.3,77.7356,3670,53.6133,0,1.76,1.72,, 1.92,3367M,1.92,3367M,13,3802,2,39,446,30,47,2500,4.69,2,1578,136,15,27,1,2,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
27,9433.79,11.7082,5648.363674,1.57927,1008.02,0.858567580385185,2.02805112215185,972,1080,5.91,3.16,, 9251.33,75.6622,2180,51.8756,0,2.33,2.28,, 1.94,4074M,1.94,4074M,8,3808,4,35,433,27,198,1056,6.2,1,1593,234,14,11,1,4,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
36,9596.54,12.7069,9819.420652,1.37114,991.528,0.80025275248145,1.75626975006296,742,1212,1.97,17.79,, 9407.19,74.3522,1020,47.6967,0,1.68,1.64,, 1.7000000000000002,3730M,1.7,3730M,8,1951,4,38,419,27,152,1759,6.5,1,1789,235,18,6,2,4,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
118,3036.23,12.7915,3077.574045,1.4701,439.182,0.901448589941337,1.89579307618889,379,512,8.63,12.85,, 2982.61,234.999,2200,150.689,0,3.33,3.35,, 1.8399999999999999,1850M,1.84,1850M,9,6062,1,37,446,28,62,3758,5.44,2,930,161,13,20,1,2,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
41,9259.03,12.8439,4643.178556,1.39476,774.723,0.763579796040183,1.78031798436296,657,1003,1.73,10.46,, 9100.55,76.8667,4330,50.7178,0,2.03,2,, 1.74,3609M,1.74,3609M,11,2608,3,36,485,32,156,3539,10.01,2,570,157,15,9,2,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
21,10433,13.0956,5244.248762,1.4657,1089.18,0.834031197441522,1.90577854712593,990,1143,0.97,4.43,, 10240.1,68.3,3090,48.1844,0,1.78,1.75,, 1.83,2614M,1.83,2614M,4,5500,1,26,408,43,160,2291,11.35,2,1011,223,11,3,4,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
22,10380.3,13.1038,7894.682716,1.46947,1025.35,0.867746621678093,1.87928226926667,788,1196,1.21,7.69,, 10162,68.8278,1900,49.1833,0,1.59,1.58,, 1.83,2646M,1.83,2646M,4,5358,1,26,401,43,165,2177,11.33,2,1028,225,11,4,4,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
123,11199.4,13.9242,4777.156274,1.50324,583.937,0.942281107492416,1.94941306428765,354,794,3.37,23.62,, 10991.6,63.69,2200,45.8233,0,2.29,2.26,, 1.87,1961M,1.87,1961M,10,5750,2,24,462,21,51,3782,1.82,2,1391,179,14,25,1,1,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
80,1002.93,14.0486,7022.265764,1.40564,338.056,0.682940557562537,1.93606589061111,301,391,23.43,27.62,, 979.827,717.558,5500,705.296,0,8.48,8.46,, 1.92,2501M,1.92,2501M,4,1087,6,21,436,31,126,5383,6.72,4,2465,232,18,43,2,3,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
51,9123.74,14.1274,4477.394486,1.57417,778.03,0.882738625281482,2.02969815512593,543,996,6.35,21.99,, 8925.34,75.4,4600,53.3133,0,5.48,13.84,, 1.9100000000000001,2863M,1.91,2863M,7,981,2,32,398,33,94,2982,4.42,2,4125,171,13,26,1,2,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
59,943.241,14.2093,5976.830583,1.49748,330.186,0.821648782631671,1.91474148126667,325,337,16.57,18.45,, 916.961,763.501,6410,683.028,0,6.46,6.13,, 1.85,3931M,1.85,3931M,15,7252,1,39,380,34,125,8063,8.74,2,1125,243,19,23,1,3,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
111,8490.78,14.4269,4470.282327,1.46117,760.049,0.874170162288889,1.80770255617407,573,964,2.79,19.63,, 8330.51,84.0267,3100,53.2967,0,1.75,1.7,, 1.8,3702M,1.8,3702M,10,4801,2,39,438,28,78,2106,5.07,2,1330,168,9,27,1,2,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
18,2437.49,15.5954,4454.267124,1.18855,669.508,0.68318671370856,1.5148571835,509,872,14.57,27.02,, 2393.88,292.923,4700,217.797,0,4.17,4.27,, 1.48,2561M,1.48,2561M,3,9126,1,24,387,43,111,2927,13.14,3,1238,198,8,38,4,2,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
55,820.885,16.6427,6142.19906,1.52239,324.048,0.864423054669605,1.97307430562593,319,330,7.09,9.2,, 803.67,872.793,5700,709.502,0,4.64,4.4,, 1.9100000000000001,1914M,1.91,1914M,9,4650,1,37,410,26,108,1893,10.54,2,1155,121,10,31,1,3,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
11,2730.68,17.0761,5305.626327,0.802079,1153.69,0.497825657150318,1.02858107887037,1087,1210,1.69,9.07,, 2685.8,260.698,1800,156.336,0,2,1.86,, 1.0,3024M,1,3024M,1,9972,1,28,493,34,61,9888,14.39,4,3154,100,1,35,8,1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
98,746.988,18.6559,8544.153119,1.35084,315.892,0.732826431014228,1.71695776897407,297,344,23.14,23.11,, 731.631,960.423,6340,787.363,0,6.58,6.58,, 1.67,3889M,1.67,3889M,7,285,2,34,425,32,200,1892,14.02,2,1821,126,15,40,2,3,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
138,8244.63,19.1903,5001.717045,1.17071,687.246,0.653834614100435,1.49266641020741,398,898,2.23,6.77,, 8086.12,86.57,3520,58.7533,0,2.09,2.07,, 1.43,3137M,1.43,3137M,8,5460,2,38,466,29,96,3158,3.35,2,977,191,14,31,1,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
67,7029.62,19.4179,20615.784056,1.0181,823.987,0.580499692661655,1.31237119577037,605,1009,15.73,8.44,, 7107.91,98.4711,4700,64.8489,0,1.92,1.88,, 1.27,2765M,1.27,2765M,10,1261,1,40,423,32,93,2242,6.39,2,2004,22,6,43,1,3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
3,8762.92,19.6793,18817.937388,1.22567,558.172,0.702022211073177,1.59918041035185,445,651,6.49,58.69,, 8381.55,83.9289,4900,65.9156,0,6.25,7.3,, 1.57,1031M,1.57,1031M,7,2112,5,36,426,28,119,5537,14.9,2,3735,162,16,15,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
49,7923.76,19.9388,11294.949071,1.1203,1145.93,0.675557046994876,1.4222346527963,623,1287,2.85,12.86,, 6917.9,79.9256,1590,59.1775,0,28.92,28.91,, 1.3900000000000001,3091M,1.39,3091M,6,1624,2,38,373,31,90,3344,7.81,2,834,130,13,24,3,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
10,362.531,21.9356,7926.871289,1.60676,304.869,0.900156418842024,2.03183131951481,270,347,15.43,4.09,, 359.554,1920,13150,1798.89,0,2.62,2.63,, 1.99,952M,1.99,952M,16,6833,3,19,450,19,2,7620,9.66,3,1864,109,9,22,6,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
136,7109.83,22.0736,11653.516073,0.993224,821.794,0.525829999455556,1.25319070429259,401,1032,4.28,7.83,, 6980.17,100.318,1310,65.4933,0,2.53,2.5,, 1.23,3805M,1.23,3805M,10,4231,2,36,428,27,60,4043,5.18,2,864,179,16,28,1,2,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
61,8034.37,22.2824,10481.92953,1.13643,589.87,0.640550032015778,1.44677894037778,329,771,2.49,2.22,, 7844.86,89.28,4700,64.9389,0,2.69,2.63,, 1.4100000000000001,1266M,1.41,1266M,7,4404,1,36,458,21,70,2099,8.46,2,1403,187,16,27,2,3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
17,6759.92,22.8055,5000.984313,1.52161,683.499,0.927040820259952,1.91581250476667,518,949,40.37,114.02,, 6727.03,138.311,5000,99.5056,0,38.74,44.5,, 1.87,1627M,1.87,1627M,1,6658,2,40,472,34,35,1086,7.21,4,3821,127,0,47,6,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
6,6072.24,23.3013,8934.435274,1.06561,1336.53,0.630412998303704,1.35811660397407,1066,1496,3.95,33.13,, 5920.92,118.198,4110,94.2844,0,1.64,1.58,, 1.31,3995M,1.31,3995M,9,3133,3,38,378,49,194,1813,3.93,1,2100,53,18,42,5,0,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
38,7569.34,24.6434,14857.307046,1.31683,923.563,0.730285374448148,1.65082042652593,786,1052,1.52,13.78,, 7431.42,94.17,3910,66.2867,0,2.11,2.06,, 1.6099999999999999,3666M,1.61,3666M,6,2440,3,37,458,33,132,4153,3.35,1,1398,233,18,15,3,3,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
40,7262.31,24.9185,6652.361332,1.27472,1126.02,0.730714684277778,1.59337632281482,1071,1221,2.62,18.11,, 7125.06,98.1856,3100,64.0144,0,1.77,1.73,, 1.56,3923M,1.56,3923M,12,1009,6,39,442,29,189,2712,7.74,1,2061,239,20,6,3,4,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
109,5419.92,27.4149,7376.393442,0.866902,561.832,0.467939881581482,1.10362448065556,348,1030,24.87,49.84,, 5074.2,158.302,3390,121.052,0,24.65,35.3,, 1.07,3723M,1.07,3723M,11,5256,2,39,428,22,66,2498,3.62,2,1084,175,15,24,1,2,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
134,11315.4,31.6006,4691.171735,1.58167,1117.83,0.872836995603233,1.94749361599259,484,1293,18.74,19.25,, 11453.2,61.13,3390,46.2756,0,2.5,2.51,, 1.9500000000000002,2257M,1.95,2257M,9,4643,2,17,437,25,27,1945,2.27,2,1121,164,15,26,6,2,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
9,225.547,31.7449,10890.913722,1.0584,257.076,0.6362303,1.35002852337407,219,296,19.83,2.96,, 240.331,2903.33,20800,3245.56,0,3.81,4.24,, 1.3,2080M,1.3,2080M,5,3028,5,16,388,14,18,2598,11.01,3,1256,227,17,45,10,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
14,204.582,37.6023,11289.236464,0.959511,315.204,0.532035735074074,1.20594421734074,267,389,13.09,5.4,, 212.087,3302.22,17720,2712.22,0,4.03,3.52,, 1.18,3007M,1.18,3007M,3,9757,2,31,498,38,46,9944,8.41,4,3698,34,6,34,7,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
45,10155.9,50.4692,5481.507938,1.52785,1510.83,0.891097699071835,1.96515352637037,1320,1669,3.63,22.42,, 9967.38,70.1889,2900,47.7211,0,1.93,1.91,, 1.8900000000000001,3751M,1.89,3751M,13,1373,3,14,451,23,177,2647,4.12,1,2158,219,19,18,3,3,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
19,6847.91,52.7206,7025.034618,1.20039,1029.32,0.723133923955556,1.51262688608889,910,1125,13.95,2.55,, 6950.78,100.656,2090,72.4389,0,1.69,1.64,, 1.48,2656M,1.48,2656M,7,4666,2,23,384,44,117,3112,10.26,2,1336,200,8,40,3,3,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
15,4718.64,72.332,3270.851009,1.43058,896.649,0.850768530277966,1.79243383824074,772,1096,0.48,25.01,, 4644.72,150.709,2010,100.388,0,2.15,2.06,, 1.76,2329M,1.76,2329M,4,6375,1,23,359,46,121,3224,13.22,3,649,249,3,40,8,1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
20,8805.82,80.1491,7202.135448,1.35058,821.001,0.787752711323209,1.70220628962222,712,897,2.5,2.36,, 8638.72,81.0144,2070,38.5311,0,2.03,1.99,, 1.6600000000000001,1640M,1.66,1640M,9,8665,4,6,368,50,141,3643,12.44,3,1089,202,12,30,4,4,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
16,3477.35,83.0076,15200.243268,0.927172,981.458,0.542534979537037,1.18172341345926,752,1396,59.99,45.34,, 3662.59,268.36,5340,197.38,0,41.75,51.27,, 1.1400000000000001,3358M,1.14,3358M,7,8182,2,33,427,25,74,6435,9.28,2,2643,78,13,29,10,3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
69,7679.6,91.3767,5196.856145,1.49182,880.519,0.821123029807407,1.91355054904444,644,1113,1.72,1.93,, 7541.35,92.7867,3000,41.9833,0,1.98,1.93,, 1.82,2973M,1.82,2973M,8,4199,2,7,433,30,118,9407,8.17,3,1596,217,14,45,7,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
2,6443.87,99.944,6155.030024,1.12001,1383.17,0.634439639357,1.47949273106296,642,1710,2.86,5.55,, 6323.71,110.721,4700,61.7211,0,2.34,2.31,, 1.3900000000000001,3697M,1.39,3697M,5,8442,3,10,450,11,182,5781,11.58,2,1900,142,20,22,9,3,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
12,2635.11,100.15,6482.615081,0.836809,1036.28,0.476779415975722,1.07780786754444,962,1101,3.09,78.26,, 2595.67,269.558,4400,188.161,0,1.76,1.7,, 1.03,3025M,1.03,3025M,1,9707,1,28,500,33,55,9119,14.74,4,3105,106,0,35,8,1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
13,2657.13,128.428,12439.749585,0.82445,862.487,0.487344979965607,1.03670330629259,819,916,1.09,39.59,, 2615.9,267.586,3990,184.987,0,1.73,1.62,, 1.02,3018M,1.02,3018M,2,5053,1,26,404,30,56,7246,12.63,3,3029,96,10,34,4,1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
88,11157.2,8.7055,4233.011507,1.58345,979.632,0.884078020765711,2.07909372547037,734,1118,1.55,34.17,, 10963.4,63.8267,3590,48.0967,1.11111,1.61,1.56,, 1.97,3312M,1.97,3312M,8,969,4,33,435,36,182,2561,8.52,2,2286,116,14,44,1,2,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
