Trial,cpu_request,mem_request,gc,FreqInlineSize,MaxInlineLevel,MinInliningThreshold,CompileThreshold,CompileThresholdScaling,ConcGCThreads,InlineSmallCode,LoopUnrollLimit,LoopUnrollMin,MinSurvivorRatio,NewRatio,TieredStopAtLevel,TieredCompilation,AllowParallelDefineClass,AllowVectorizeOnDemand,AlwaysCompileLoopMethods,AlwaysPreTouch,AlwaysTenure,BackgroundCompilation,DoEscapeAnalysis,UseInlineCaches,UseLoopPredicate,UseStringDeduplication,UseSuperWord,UseTypeSpeculation,nettyBufferCheck,Instances,Throughput,Responsetime,MEM_MEAN,CPU_MEAN,CPU_MIN,CPU_MAX,MEM_MIN,MEM_MAX,CLUSTER_MEM%,CLUSTER_CPU%,CPU_REQ,MEM_REQ,CPU_LIM,MEM_LIM,WEB_ERRORS
95,3.6,5686.0M,G1GC,450,12,182,9160,2.5,5,3145,196,4,46,2,3,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,1,606.833,1187,1481.88,2.1072,1.82312610281111,2.40820712978148,822,1825,0,4.04084,3.6,5686.0M,3.6,5686.0M,0
50,3.2,5361.0M,ParallelGC,352,40,146,6410,3.3,3,4105,103,8,8,1,2,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,1,600.6,1201.83,1175.23,1.86634,1.6057510855963,2.14308931447407,1143,1215,0,3.87946,3.2,5361.0M,3.2,5361.0M,0
58,3.6,5290.0M,G1GC,337,30,91,5950,1.6,3,3065,89,18,39,2,2,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,1,593.433,1220.5,1233.17,2.15026,1.89329426867037,2.40623327214444,1018,1385,0,4.17758,3.6,5290.0M,3.6,5290.0M,0
17,3.4,4701.0M,ShenandoahGC,325,42,72,5800,2.9,6,4250,58,3,23,2,2,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,1,585.417,1239.5,1500.36,2.1444,1.89877255452963,2.49578477212728,1448,1564,0,4.01948,3.4,4701.0M,3.4,4701.0M,0
20,3.6,4417.0M,ShenandoahGC,423,10,27,2970,4.1,5,515,95,11,11,2,2,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,1,563.967,1298.33,1425.61,2.16574,1.90416369206667,2.44799162397132,1397,1459,0,3.9799,3.6,4417.0M,3.6,4417.0M,0
39,3.3,3441.0M,G1GC,485,25,36,2990,11.9,7,3285,33,16,13,5,4,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,1,563.767,1300.33,1280.44,1.93776,1.65666298874074,2.22974752016296,1228,1328,0,3.99774,3.3,3441.0M,3.3,3441.0M,0
18,3.5,5515.0M,ShenandoahGC,353,50,125,1220,2.2,7,2195,20,4,31,5,3,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,1,563.367,1300,1732.62,2.18242,1.85236106137037,2.68162904214444,1713,1742,0,3.73314,3.5,5515.0M,3.5,5515.0M,0
24,3.4,2992.0M,ShenandoahGC,411,32,19,4390,1,4,3895,60,5,22,2,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,1,547.8,1343.83,1167.84,2.2304,1.74398303040741,2.79119129013333,1114,1261,0,4.13284,3.4,2992.0M,3.4,2992.0M,0
80,3.5,5659.0M,ZGC,429,46,159,9000,5.2,4,2580,62,11,28,3,2,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,1,522.4,1423.83,380.401,2.04541,1.76363674932963,2.35119072205556,362,403,0,4.07418,3.5,5659.0M,3.5,5659.0M,0
26,3.3,5192.0M,ZGC,432,47,63,2640,2.4,6,3925,139,4,13,3,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,1,508.317,1473.67,493.429,2.05203,1.69643768455926,2.51141094628519,461,525,0,4.03647,3.3,5192.0M,3.3,5192.0M,0
67,3.6,4974.0M,ZGC,347,26,165,9930,3.6,1,840,111,14,45,2,2,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,1,492.833,1530.17,347.595,2.1433,1.90874448813333,2.42117174186667,341,363,0,3.80556,3.6,4974.0M,3.6,4974.0M,0
90,2.6,5846.0M,ParallelGC,491,11,171,8870,1.1,5,3415,168,9,47,3,3,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,1,477.25,1587.17,1028.98,1.55503,1.41634632178519,1.75224781654444,941,1114,0,3.80272,2.6,5846.0M,2.6,5846.0M,0
