Trial,cpu_request,mem_request,gc,FreqInlineSize,MaxInlineLevel,MinInliningThreshold,CompileThreshold,CompileThresholdScaling,ConcGCThreads,InlineSmallCode,LoopUnrollLimit,LoopUnrollMin,MinSurvivorRatio,NewRatio,TieredStopAtLevel,TieredCompilation,AllowParallelDefineClass,AllowVectorizeOnDemand,AlwaysCompileLoopMethods,AlwaysPreTouch,AlwaysTenure,BackgroundCompilation,DoEscapeAnalysis,UseInlineCaches,UseLoopPredicate,UseStringDeduplication,UseSuperWord,UseTypeSpeculation,nettyBufferCheck,Instances,Throughput,Responsetime,MEM_MEAN,CPU_MEAN,CPU_MIN,CPU_MAX,MEM_MIN,MEM_MAX,CLUSTER_MEM%,CLUSTER_CPU%,CPU_REQ,MEM_REQ,CPU_LIM,MEM_LIM,WEB_ERRORS
84,2.1,506.0M,SerialGC,470,28,179,7840,4.1,4,2745,67,19,8,5,4,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,994.483,2833.67,230.752,0.70552,0.112960581485243,1.43014684101095,0,463,0,3.58736,2.1,506.0M,2.1,506.0M,54319.7
45,1.8,486.0M,SerialGC,490,29,140,8490,14.3,5,2065,35,20,9,7,4,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,1,1017.88,2116.17,201.699,0.702222,0.15871799098,1.31484650075307,0,446,0,3.48099,1.8,486.0M,1.8,486.0M,65714.2
33,3.5,394.0M,G1GC,474,44,19,6760,8.1,2,2385,81,12,48,6,4,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,2180.47,299.833,52.8668,0.272116,0,0.65459123282,0,218,0,3.34235,3.5,394.0M,3.5,394.0M,132037
69,1.2,350.0M,ParallelGC,388,35,118,8610,14.6,7,1860,47,16,6,2,3,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,2345.97,112.667,55.4962,0.220566,0.067581498866667,0.375946846557684,0,318,0,3.33427,1.2,350.0M,1.2,350.0M,142348
39,3.6,507.0M,SerialGC,486,29,156,7920,14.8,4,2090,21,17,8,7,4,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,1,2544.38,68.3333,109.778,0.332675,0.04818912772,0.564414464188333,0,464,0,3.36401,3.6,507.0M,3.6,507.0M,153267
41,2.2,399.0M,SerialGC,487,28,149,8660,14.4,4,2060,37,17,3,7,4,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,1,2576.3,56.6667,37.7567,0.026418,0,0.158507768598333,0,345,0,3.58115,2.2,399.0M,2.2,399.0M,157407
60,1.7,376.0M,SerialGC,423,27,134,8260,12.6,6,1480,216,19,8,4,4,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,2680.25,53.6667,21.6651,0,0,0,0,340,0,3.5748,1.7,376.0M,1.7,376.0M,161522
43,2,380.0M,SerialGC,487,28,157,8320,15,5,2070,20,17,3,7,4,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,1,2674.07,39.5,53.119,0.00697097,0,0.041825765453333,0,328,0,3.37367,2,380.0M,2,380.0M,163500
50,2,428.0M,SerialGC,470,30,149,8730,15,5,2180,21,15,11,2,4,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,2762.48,31.5,79.6988,0.0209393,0,0.123783388571667,0,380,0,3.29561,2,428.0M,2,428.0M,166444
42,2.1,390.0M,SerialGC,484,28,157,8130,14.7,4,2085,24,17,3,7,4,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,1,2742.02,31,62.1317,0.0240383,0,0.276289086292116,0,333,0,3.46013,2.1,390.0M,2.1,390.0M,166643
66,1.5,350.0M,ParallelGC,394,32,114,8470,14.6,6,2205,20,17,5,3,4,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,2754.33,34.8333,34.0863,0,0,0,0,317,0,3.27457,1.5,350.0M,1.5,350.0M,167024
40,2.6,363.0M,SerialGC,487,29,151,8250,14.8,4,2095,26,17,3,7,4,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,1,2794.53,29.5,33.9063,0.0434062,0,0.148629531635,0,279,0,3.25419,2.6,363.0M,2.6,363.0M,168390
2,2.5,367.0M,ZGC,429,44,180,6640,11.2,4,2565,179,12,46,1,4,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,1,2776.9,28,26.0473,0,0,0,0,335,0,3.21761,2.5,367.0M,2.5,367.0M,169262
53,2.5,367.0M,SerialGC,491,27,196,9410,14.3,5,1525,40,19,5,2,4,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,2776.9,28,26.0473,0,0,0,0,335,0,3.21761,2.5,367.0M,2.5,367.0M,169262
51,2.1,414.0M,SerialGC,484,30,149,8970,14.8,5,2170,22,16,9,3,4,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,2828.1,20.5,48.3915,0.010317,0,0.124942350138333,0,355,0,3.11322,2.1,414.0M,2.1,414.0M,171896
61,1.6,357.0M,SerialGC,425,27,133,8340,12.6,6,1505,203,19,7,4,4,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,2824.37,21.3333,36.687,0,0,0,0,273,0,3.16238,1.6,357.0M,1.6,357.0M,172033
91,2.7,361.0M,SerialGC,499,28,160,8650,3.5,3,1630,40,18,12,4,2,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,1,2838.88,18.6667,32.2538,0.000345798,0,0.002074785726667,0,328,0,3.37034,2.7,361.0M,2.7,361.0M,172985
90,2.6,355.0M,SerialGC,500,28,160,8620,3.5,3,1640,41,18,11,4,1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,1,2882.25,16.8333,6.37028,0.00490808,0,0.055016046486375,0,178,0,3.09029,2.6,355.0M,2.6,355.0M,174926
81,2.1,353.0M,SerialGC,481,28,162,8430,15,5,2130,34,17,3,5,4,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,2898.33,12.6667,39.4634,0.0136718,0,0.08203072156,0,323,0,3.28406,2.1,353.0M,2.1,353.0M,175679
83,2.1,351.0M,SerialGC,469,28,170,8490,1,4,2780,44,17,7,4,4,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,2908.98,10.8333,53.2257,0.0246687,0,0.19075113609,0,301,0,3.24242,2.1,351.0M,2.1,351.0M,176778
92,2.7,351.0M,SerialGC,497,28,159,8500,3.2,3,1625,41,18,13,4,1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,1,2932.32,10.1667,23.5324,0.000680722,0,0.0023123136,0,185,0,3.04142,2.7,351.0M,2.7,351.0M,177302
73,2.1,351.0M,SerialGC,347,32,164,9180,15,6,2430,37,20,8,2,4,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,2945.62,7.83333,65.4132,0.0133398,0,0.075595112161667,0,324,0,3.22638,2.1,351.0M,2.1,351.0M,178524

