INSTANCES,THROUGHPUT_RATE_3m,RESPONSE_TIME_RATE_3m,MAX_RESPONSE_TIME,CPU_USAGE,MEM_USAGE,CPU_MIN,CPU_MAX,MEM_MIN,MEM_MAX,THRPT_PROM_CI,RSPTIME_PROM_CI,THROUGHPUT_WRK,RESPONSETIME_WRK,RESPONSETIME_MAX_WRK,RESPONSETIME_STDEV_WRK,WEB_ERRORS,THRPT_WRK_CI,RSPTIME_WRK_CI,CPU_REQ,MEM_REQ,CPU_LIM,MEM_LIM
1,39413.2,5.01262,2026.436219,3.23192,658.681,1.80275403560087,4.21659329606667,563,810,0.76,35.08,38510.8,13.2878,683.67,22.7633,0,1.52,1.51,4,4096M,4,4096M
1,40351.4,6.31474,2262.686164,3.23876,601.201,1.71271409373648,4.14737653888148,544,678,21.41,57.73,39349.3,13.07,486.54,21.6111,0,5.84,6.12,4,4096M,4,4096M
