INSTANCES,THROUGHPUT_RATE_3m,RESPONSE_TIME_RATE_3m,MAX_RESPONSE_TIME,RESPONSE_TIME_50p,RESPONSE_TIME_95p,RESPONSE_TIME_97p,RESPONSE_TIME_99p,RESPONSE_TIME_99.9p,RESPONSE_TIME_99.99p,RESPONSE_TIME_99.999p,RESPONSE_TIME_100p,CPU_USAGE,MEM_USAGE,CPU_MIN,CPU_MAX,MEM_MIN,MEM_MAX,THRPT_PROM_CI,RSPTIME_PROM_CI,THROUGHPUT_WRK,RESPONSETIME_WRK,RESPONSETIME_MAX_WRK,RESPONSETIME_STDEV_WRK,WEB_ERRORS,THRPT_WRK_CI,RSPTIME_WRK_CI,CPU_REQ,MEM_REQ,CPU_LIM,MEM_LIM,Gcpolicy
11,22590,9.56474,2583.884614,2.49459,71.5392,79.3531,86.95,105.289,138.697,10129.9,30000,3.23058,1519.51,1.64921836628298,4.0812499884037,1304,1790,4.66,59.7,22092,23.1611,3200,29.6567,0,2.03,2.01,4, 8192M ,4, 8192M , UseParallelGC 
12,22407.8,10.1908,2215.691421,2.82699,74.9221,81.3193,87.7166,108.04,153.371,20065.5,30000,3.23454,1504.79,1.94929567184906,4.04269488140646,1240,1791,2.99,15.06,21926.4,23.3344,3190,28.7756,0,1.78,1.75,4, 8192M ,4, 8192M , UseParallelGC 
13,23204.4,6.9905,1946.398277,1.84374,50.3562,72.7936,84.4371,98.1313,122.122,175.971,30000,3.16428,1486.49,1.80870077536671,4.12582614245926,1126,1827,1.93,54.48,22700.8,22.4889,3390,29.9611,0,1.67,1.54,4, 8192M ,4, 8192M , UseParallelGC 
14,22227.4,9.52602,2211.315223,2.54504,73.974,80.7209,87.4678,107.237,138.58,191.428,30000,3.23556,1465.62,1.6730794180649,4.18504399303333,1089,1807,5.1,19.88,21746.9,23.5356,1170,28.6778,0,2.24,2.23,4, 8192M ,4, 8192M , UseParallelGC 
15,21539.5,9.64474,2015.845357,2.60089,74.5202,81.1851,87.9158,109.08,159.09,197.491,20298.3,3.21688,1256.35,1.79906298596586,4.13003319833704,1025,1512,1.71,9.63,21103.1,24.2433,1170,29.1444,0,1.81,1.8,4, 8192M ,4, 8192M , UseParallelGC 
16,21571.3,9.71838,2367.644739,2.77439,74.3697,81.0051,87.6404,108.068,151.779,10129.3,30000,3.22765,1320.45,1.88971430551109,4.1090108428963,973,1505,11.72,18.88,21765.2,23.4944,3470,30.1644,0,1.58,1.55,4, 8192M ,4, 8192M , UseParallelGC 
17,21943.7,10.6668,1955.334642,2.93717,75.4877,81.7346,87.9816,108.842,150.055,20065.6,30000,3.23716,1060.99,1.74830166952174,4.15595537398148,884,1202,1.79,0.93,21440.8,23.8567,3370,29.9511,0,2.03,1.97,4, 8192M ,4, 8192M , UseParallelGC 
18,22232.5,9.70718,2407.979226,2.56036,73.846,80.6692,87.5015,107.545,141.523,10131.3,30000,3.21233,1369.12,1.82174408051457,4.13300859194074,868,1795,4.36,37.02,21721.3,23.55,3390,30.4011,0,1.88,1.85,4, 8192M ,4, 8192M , UseParallelGC 
19,21879.9,9.01728,2377.501015,2.46793,71.1418,79.1071,87.0684,107.342,139.859,10127,20074.6,3.20605,1510.75,1.68979937955868,4.22747443288148,867,1926,5.28,31.27,21381.9,23.9344,1160,28.6844,0,2.17,2.13,4, 8192M ,4, 8192M , UseParallelGC 
20,19620.7,17.9358,2398.022368,4.7987,81.2344,85.6477,94.5112,115.372,181.452,20074,30000,3.24698,406.201,1.79531087216571,4.1654055840037,393,417,2.56,14.23,19222.5,26.6078,3390,29.7789,0,1.62,1.6,4, 8192M ,4, 8192M , UseSerialGC 
