"Exp_names","Iteration","Metric-name","avg","min","max","50th Percentile","75th percentile","90th percentile","95th percentile","96th percentile","97th percentile","98th percentile","99th percentile","99.99th percentile","99.999th percentile","Value-1","Value-2","Value-3","Value-4","Value-5","Value-6","Value-7","Value-8","Value-9","Value-10","Value-11","Value-12","Value-13","Value-14","Value-15","Value-16","Value-17","Value-18","Value-19","Value-20","Value-21","Value-22","Value-23","Value-24","Value-25","timestamp-1","timestamp-2","timestamp-3","timestamp-4","timestamp-5","timestamp-6","timestamp-7","timestamp-8","timestamp-9","timestamp-10","timestamp-11","timestamp-12","timestamp-13","timestamp-14","timestamp-15","timestamp-16","timestamp-17","timestamp-18","timestamp-19","timestamp-20","timestamp-21","timestamp-22","timestamp-23","timestamp-24","timestamp-25"
"log-regression","ITR-0","mem-measure",691580928,263876608,1119285248,265764864,265916416,635353497.600001,881623040,891129528.32,948168458.24,1005207388.16,1062246318.08,1118714858.7008,1119228209.07008,263876608,264089600,264192000,264192000,265285632,265285632,265285632,265392128,265392128,265699328,265699328,265699328,265764864,265764864,265826304,265826304,265826304,265916416,265916416,265949184,265949184,265949184,881623040,881623040,1119285248,1661245117.366,1661245132.432,1661245147.554,1661245162.653,1661245177.757,1661245178.453,1661245193.624,1661245208.777,1661245223.899,1661245239.01,1661245239.493,1661245254.664,1661245269.785,1661245284.83,1661245299.986,1661245300.567,1661245315.707,1661245330.836,1661245345.964,1661245361.126,1661245361.65,1661245376.754,1661245391.854,1661245406.899,1661245421.973
"log-regression","ITR-0","memusage-measure",712534016,268173312,1156894720,269910016,270000128,650471833.600001,904097792,914209669.12,974880931.84,1035552194.56,1096223457.28,1156288007.3728,1156834048.73728,268173312,268173312,268279808,268279808,269365248,269365248,269365248,269606912,269606912,269778944,269778944,269778944,269975552,269975552,269910016,269910016,269910016,270000128,270000128,270032896,270032896,270032896,904097792,904097792,1156894720,1661245117.402,1661245132.506,1661245147.627,1661245162.73,1661245177.878,1661245178.453,1661245193.64,1661245208.781,1661245223.895,1661245238.956,1661245239.447,1661245254.5,1661245269.577,1661245284.624,1661245299.692,1661245300.564,1661245315.715,1661245330.839,1661245345.957,1661245361.121,1661245361.661,1661245376.773,1661245391.824,1661245406.924,1661245421.972
"log-regression","ITR-0","cnetreceivebytes-measure",21.3833333333333,20.1,22.6666666666667,20.7666666666667,28.7333333333333,29.4,30.52,30.8,30.8,30.8,30.8,30.8,30.8,22.6666666666667,22.6666666666667,28.2333333333333,28.2333333333333,20.7666666666667,20.7666666666667,20.7666666666667,29.4,29.4,20,20,20,28.7333333333333,28.7333333333333,19.8,19.8,19.8,30.8,30.8,19.5,19.5,19.5,28.8666666666667,28.8666666666667,20.1,1661245117.383,1661245132.506,1661245147.665,1661245162.745,1661245177.843,1661245178.451,1661245193.618,1661245208.704,1661245223.768,1661245238.842,1661245239.503,1661245254.659,1661245269.778,1661245284.896,1661245300.012,1661245300.567,1661245315.727,1661245330.847,1661245345.947,1661245361.119,1661245361.665,1661245376.756,1661245391.836,1661245406.885,1661245421.93
"log-regression","ITR-0","cnettransmitbytes-measure",12.6333333333333,12.6333333333333,12.6333333333333,10.5166666666667,14.0416666666667,16.2333333333333,16.5166666666667,16.5666666666667,16.5666666666667,16.5666666666667,16.5666666666667,16.5666666666667,16.5666666666667,12.6333333333333,13.5666666666667,13.5666666666667,10.4333333333333,10.4333333333333,10.4333333333333,14.0666666666667,14.0666666666667,9,9,9,16.5666666666667,16.5666666666667,8.36666666666667,8.36666666666667,8.36666666666667,16.2333333333333,16.2333333333333,8.5,8.5,8.5,14.0333333333333,14.0333333333333,10.6,,1661245132.388,1661245147.481,1661245162.537,1661245177.594,1661245178.413,1661245193.63,1661245208.785,1661245223.904,1661245238.956,1661245239.474,1661245254.645,1661245269.745,1661245284.906,1661245300.004,1661245300.566,1661245315.704,1661245330.778,1661245345.931,1661245361.09,1661245361.582,1661245376.603,1661245391.642,1661245406.68,1661245421.73,
"log-regression","ITR-0","diskdetails-measure",567239475.199998,257501.866666667,1134221448.53333,558421.333333333,1134218444.8,1134559778.13333,1134785331.2,1134785331.2,1134785331.2,1134785331.2,1134785331.2,1134785331.2,1134785331.2,1134221448.53333,1134221448.53333,1134218444.8,1134218444.8,1365.33333333333,1365.33333333333,1365.33333333333,1134218171.73333,1134218171.73333,558421.333333333,558421.333333333,558421.333333333,11468.8,11468.8,1134785331.2,1134785331.2,1134785331.2,0,0,1638.4,1638.4,1638.4,26844091.7333333,26844091.7333333,257501.866666667,1661245117.393,1661245132.502,1661245147.627,1661245162.723,1661245177.762,1661245178.446,1661245193.64,1661245208.784,1661245223.913,1661245239.004,1661245239.496,1661245254.658,1661245269.773,1661245284.907,1661245299.999,1661245300.579,1661245315.724,1661245330.856,1661245345.971,1661245361.131,1661245361.594,1661245376.74,1661245391.765,1661245406.825,1661245421.868
"log-regression","ITR-0","fsiototal-measure",1.26999999999998E-08,1.26999999999998E-08,1.26999999999998E-08,9.86666666666662E-09,1.29000000000003E-08,1.35533333333335E-08,1.36333333333334E-08,1.36653333333334E-08,1.37573333333334E-08,1.38493333333334E-08,1.39413333333334E-08,1.40324133333334E-08,1.40332413333334E-08,1.27E-08,9.87E-09,9.87E-09,1.29E-08,1.29E-08,1.29E-08,8.23E-09,8.23E-09,9.50E-09,9.50E-09,9.50E-09,1.34E-08,1.34E-08,8.37E-09,8.37E-09,8.37E-09,1.28E-08,1.28E-08,9.27E-09,9.27E-09,9.27E-09,1.36E-08,1.36E-08,1.40E-08,,1661245132.494,1661245147.521,1661245162.64,1661245177.721,1661245178.431,1661245193.617,1661245208.777,1661245223.91,1661245239.005,1661245239.49,1661245254.655,1661245269.789,1661245284.906,1661245300.013,1661245300.578,1661245315.723,1661245330.845,1661245345.971,1661245361.146,1661245361.643,1661245376.772,1661245391.849,1661245406.885,1661245421.974,
"log-regression","ITR-0","fsreadtotal-measure",0,0,0,0,0,2.79999999999981E-10,3.99999999999974E-10,3.99999999999974E-10,3.99999999999974E-10,3.99999999999974E-10,3.99999999999974E-10,3.99999999999974E-10,3.99999999999974E-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.00E-10,4.00E-10,4.00E-10,0,0,0,,1661245132.354,1661245147.421,1661245162.47,1661245177.52,1661245178.45,1661245193.62,1661245208.734,1661245223.784,1661245238.89,1661245239.489,1661245254.664,1661245269.778,1661245284.905,1661245300.006,1661245300.556,1661245315.574,1661245330.702,1661245345.792,1661245360.85,1661245361.582,1661245376.654,1661245391.741,1661245406.79,1661245421.825,
"log-regression","ITR-0","fswritetotal-measure",2.42316666666667E-07,2.13333333333331E-08,4.633E-07,2.17000000000001E-08,2.98666666666671E-08,3.04333333333337E-08,3.76726666666667E-07,4.633E-07,4.633E-07,4.633E-07,4.633E-07,4.633E-07,4.633E-07,2.13E-08,1.31E-08,1.31E-08,3.04E-08,3.04E-08,3.04E-08,1.53E-08,1.53E-08,1.85E-08,1.85E-08,1.85E-08,2.17E-08,2.17E-08,2.99E-08,2.99E-08,2.99E-08,2.74E-08,2.74E-08,1.48E-08,1.48E-08,1.48E-08,2.69E-08,2.69E-08,4.63E-07,4.63E-07,1661244328.653,1661244343.835,1661244358.861,1661244373.969,1661244389.083,1661244389.788,1661244404.929,1661244420.074,1661244435.164,1661244450.224,1661244450.855,1661244465.988,1661244481.108,1661244496.135,1661244511.223,1661244511.92,1661244527.066,1661244542.154,1661244557.195,1661244572.249,1661244573.014,1661244588.129,1661244603.221,1661244618.291,1661244633.325
"log-regression","ITR-0","netreceivebytes-measure",1083.01666666667,851.6,1314.43333333333,1431.46666666667,2591.7,3191.3,3281.7,3304.3,3304.3,3304.3,3304.3,3304.3,3304.3,851.6,851.6,3046.36666666667,3046.36666666667,758.566666666667,758.566666666667,758.566666666667,3191.3,3191.3,614.1,614.1,614.1,3304.3,3304.3,593.6,593.6,593.6,2591.7,2591.7,1431.46666666667,1431.46666666667,1431.46666666667,2373.73333333333,2373.73333333333,1314.43333333333,1661240715.762,1661240730.898,1661240746.026,1661240761.082,1661240776.143,1661240776.993,1661240792.166,1661240807.298,1661240822.431,1661240837.534,1661240838.001,1661240853.159,1661240868.289,1661240883.43,1661240898.547,1661240899.087,1661240914.236,1661240929.347,1661240944.485,1661240959.587,1661240960.155,1661240975.403,1661240990.441,1661241005.629,1661241020.65
"log-regression","ITR-0","nettransmitbytes-measure",1411.26666666667,1056.23333333333,1766.3,1954.06666666667,3454.93333333333,3902.33333333333,3956.25333333333,3969.73333333333,3969.73333333333,3969.73333333333,3969.73333333333,3969.73333333333,3969.73333333333,1056.23333333333,1056.23333333333,3802.33333333333,3802.33333333333,973.5,973.5,973.5,3902.33333333333,3902.33333333333,907.366666666667,907.366666666667,907.366666666667,3969.73333333333,3969.73333333333,960.366666666667,960.366666666667,960.366666666667,3454.93333333333,3454.93333333333,1954.06666666667,1954.06666666667,1954.06666666667,2878.03333333333,2878.03333333333,1766.3,1661240715.853,1661240730.905,1661240746.145,1661240761.232,1661240776.27,1661240777.001,1661240792.163,1661240807.3,1661240822.454,1661240837.582,1661240837.995,1661240853.145,1661240868.193,1661240883.268,1661240898.33,1661240899.058,1661240914.084,1661240929.203,1661240944.253,1661240959.301,1661240960.171,1661240975.374,1661240990.396,1661241005.613,1661241020.644
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"log-regression","ITR-1","cpu-measure",1.64609619276111,1.59351645834444,1.69867592717778,1.68128149046296,1.69301486135556,1.69867592717778,1.73616204510963,1.74553357459259,1.74553357459259,1.74553357459259,1.74553357459259,1.74553357459259,1.74553357459259,1.59351645834444,1.69715069002963,1.69715069002963,1.6820987494037,1.6820987494037,1.6820987494037,1.69301486135556,1.69301486135556,1.67262172947037,1.67262172947037,1.67262172947037,1.68128149046296,1.68128149046296,1.66642748499259,1.66642748499259,1.66642748499259,1.67626780943704,1.67626780943704,1.6693132959037,1.6693132959037,1.6693132959037,1.74553357459259,1.74553357459259,1.69867592717778,1.69867592717778,1661245823.759,1661245838.876,1661245854.002,1661245869.087,1661245884.142,1661245884.848,1661245900.001,1661245915.185,1661245930.295,1661245945.401,1661245945.916,1661245961.024,1661245976.158,1661245991.278,1661246006.379,1661246006.942,1661246022.114,1661246037.449,1661246052.563,1661246067.67,1661246068.089,1661246083.232,1661246098.4,1661246113.536,1661246128.654
"log-regression","ITR-1","mem-measure",646502400,266174464,1026830336,268210176,270053376,270385152,875541299.200001,1026830336,1026830336,1026830336,1026830336,1026830336,1026830336,266174464,266276864,266276864,266448896,266448896,266448896,267894784,267894784,268038144,268038144,268038144,268210176,268210176,269930496,269930496,269930496,269991936,269991936,270053376,270053376,270053376,270385152,270385152,1026830336,1026830336,1661245823.72,1661245838.763,1661245853.958,1661245869.124,1661245884.24,1661245884.834,1661245899.991,1661245915.154,1661245930.294,1661245945.401,1661245945.918,1661245961.019,1661245976.142,1661245991.184,1661246006.251,1661246006.95,1661246022.122,1661246037.352,1661246052.385,1661246067.482,1661246068.098,1661246083.213,1661246098.391,1661246113.446,1661246128.637
"log-regression","ITR-1","memusage-measure",666333184,270245888,1062420480,272281600,274132992,275410944,905018572.800001,1062420480,1062420480,1062420480,1062420480,1062420480,1062420480,270245888,270356480,270356480,270516224,270516224,270516224,271966208,271966208,272105472,272105472,272105472,272281600,272281600,274132992,274132992,274132992,274063360,274063360,274124800,274124800,274124800,275410944,275410944,1062420480,1062420480,1661245823.768,1661245838.913,1661245854.017,1661245869.144,1661245884.181,1661245884.857,1661245899.984,1661245915.118,1661245930.202,1661245945.272,1661245945.927,1661245961.041,1661245976.147,1661245991.277,1661246006.386,1661246006.95,1661246022.082,1661246037.35,1661246052.375,1661246067.485,1661246068.087,1661246083.184,1661246098.225,1661246113.356,1661246128.387
"log-regression","ITR-1","cnetreceivebytes-measure",15.8166666666667,10.5,21.1333333333333,20.8333333333333,29.8333333333333,30.5333333333333,35.8933333333333,37.2333333333333,37.2333333333333,37.2333333333333,37.2333333333333,37.2333333333333,37.2333333333333,21.1333333333333,29.9333333333333,29.9333333333333,20.8,20.8,20.8,28.8333333333333,28.8333333333333,20.3,20.3,20.3,29.8333333333333,29.8333333333333,20.8333333333333,20.8333333333333,20.8333333333333,30.5333333333333,30.5333333333333,9.5,9.5,9.5,37.2333333333333,37.2333333333333,10.5,10.5,1661245823.722,1661245838.744,1661245853.834,1661245868.881,1661245883.931,1661245884.857,1661245900.001,1661245915.166,1661245930.295,1661245945.401,1661245945.872,1661245960.911,1661245975.996,1661245991.042,1661246006.1,1661246006.935,1661246022.033,1661246037.426,1661246052.575,1661246067.697,1661246068.08,1661246083.223,1661246098.396,1661246113.497,1661246128.643
"log-regression","ITR-1","cnettransmitbytes-measure",8.25000000000001,4.93333333333333,11.5666666666667,11.3,15.3,15.5333333333333,16.92,17.2666666666667,17.2666666666667,17.2666666666667,17.2666666666667,17.2666666666667,17.2666666666667,11.5666666666667,15.5,15.5,10.9,10.9,10.9,13.6,13.6,9.1,9.1,9.1,15.5333333333333,15.5333333333333,11.3,11.3,11.3,15.3,15.3,2.3,2.3,2.3,17.2666666666667,17.2666666666667,4.93333333333333,4.93333333333333,1661245823.769,1661245838.884,1661245853.967,1661245869.128,1661245884.168,1661245884.834,1661245899.961,1661245914.999,1661245930.139,1661245945.217,1661245945.861,1661245960.882,1661245975.935,1661245990.978,1661246006.025,1661246006.968,1661246022.096,1661246037.427,1661246052.511,1661246067.59,1661246068.077,1661246083.184,1661246098.381,1661246113.419,1661246128.567
"log-regression","ITR-1","diskdetails-measure",579974485.333332,24908322.1333333,1135040648.53333,24908322.1333333,1135040648.53333,1135072761.17333,1135094169.6,1135094169.6,1135094169.6,1135094169.6,1135094169.6,1135094169.6,1135094169.6,1135040648.53333,1135039283.2,1135039283.2,1135038190.93333,1135038190.93333,1135038190.93333,3822.93333333333,3822.93333333333,1135040648.53333,1135040648.53333,1135040648.53333,337237.333333333,337237.333333333,1135094169.6,1135094169.6,1135094169.6,2730.66666666667,2730.66666666667,4369.06666666667,4369.06666666667,4369.06666666667,2537335.46666667,2537335.46666667,24908322.1333333,24908322.1333333,1661245823.736,1661245838.776,1661245853.899,1661245869.019,1661245884.112,1661245884.846,1661245899.983,1661245915.008,1661245930.149,1661245945.243,1661245945.928,1661245961.046,1661245976.172,1661245991.277,1661246006.357,1661246006.962,1661246022.116,1661246037.448,1661246052.564,1661246067.683,1661246068.073,1661246083.094,1661246098.225,1661246113.343,1661246128.386
"log-regression","ITR-1","fsiototal-measure",1.07000000000002E-08,8.9333333333335E-09,1.24666666666669E-08,9.10000000000007E-09,1.23333333333333E-08,1.3433333333333E-08,1.44733333333331E-08,1.47333333333331E-08,1.47333333333331E-08,1.47333333333331E-08,1.47333333333331E-08,1.47333333333331E-08,1.47333333333331E-08,1.25E-08,8.23E-09,8.23E-09,1.18E-08,1.18E-08,1.18E-08,9.10E-09,9.10E-09,1.23E-08,1.23E-08,1.23E-08,8.20E-09,8.20E-09,1.34E-08,1.34E-08,1.34E-08,8.87E-09,8.87E-09,8.17E-09,8.17E-09,8.17E-09,1.47E-08,1.47E-08,8.93E-09,8.93E-09,1661245823.757,1661245838.894,1661245853.978,1661245869.136,1661245884.243,1661245884.834,1661245899.87,1661245915.077,1661245930.266,1661245945.29,1661245945.927,1661245961.032,1661245976.16,1661245991.278,1661246006.37,1661246006.944,1661246022.086,1661246037.426,1661246052.51,1661246067.633,1661246068.096,1661246083.204,1661246098.388,1661246113.543,1661246128.65
"log-regression","ITR-1","fsreadtotal-measure",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1661245823.739,1661245838.849,1661245853.903,1661245868.98,1661245884.028,1661245884.859,1661245900.001,1661245915.169,1661245930.288,1661245945.405,1661245945.921,1661245961.011,1661245976.149,1661245991.268,1661246006.309,1661246006.943,1661246022.114,1661246037.432,1661246052.51,1661246067.589,1661246068.084,1661246083.231,1661246098.392,1661246113.544,1661246128.65
"log-regression","ITR-1","fswritetotal-measure",2.42316666666667E-07,2.13333333333331E-08,4.633E-07,2.17000000000001E-08,2.98666666666671E-08,3.04333333333337E-08,3.76726666666667E-07,4.633E-07,4.633E-07,4.633E-07,4.633E-07,4.633E-07,4.633E-07,2.13E-08,1.31E-08,1.31E-08,3.04E-08,3.04E-08,3.04E-08,1.53E-08,1.53E-08,1.85E-08,1.85E-08,1.85E-08,2.17E-08,2.17E-08,2.99E-08,2.99E-08,2.99E-08,2.74E-08,2.74E-08,1.48E-08,1.48E-08,1.48E-08,2.69E-08,2.69E-08,4.63E-07,4.63E-07,1661244328.653,1661244343.835,1661244358.861,1661244373.969,1661244389.083,1661244389.788,1661244404.929,1661244420.074,1661244435.164,1661244450.224,1661244450.855,1661244465.988,1661244481.108,1661244496.135,1661244511.223,1661244511.92,1661244527.066,1661244542.154,1661244557.195,1661244572.249,1661244573.014,1661244588.129,1661244603.221,1661244618.291,1661244633.325
"log-regression","ITR-1","netreceivebytes-measure",1083.01666666667,851.6,1314.43333333333,1431.46666666667,2591.7,3191.3,3281.7,3304.3,3304.3,3304.3,3304.3,3304.3,3304.3,851.6,851.6,3046.36666666667,3046.36666666667,758.566666666667,758.566666666667,758.566666666667,3191.3,3191.3,614.1,614.1,614.1,3304.3,3304.3,593.6,593.6,593.6,2591.7,2591.7,1431.46666666667,1431.46666666667,1431.46666666667,2373.73333333333,2373.73333333333,1314.43333333333,1661240715.762,1661240730.898,1661240746.026,1661240761.082,1661240776.143,1661240776.993,1661240792.166,1661240807.298,1661240822.431,1661240837.534,1661240838.001,1661240853.159,1661240868.289,1661240883.43,1661240898.547,1661240899.087,1661240914.236,1661240929.347,1661240944.485,1661240959.587,1661240960.155,1661240975.403,1661240990.441,1661241005.629,1661241020.65
"log-regression","ITR-1","nettransmitbytes-measure",1411.26666666667,1056.23333333333,1766.3,1954.06666666667,3454.93333333333,3902.33333333333,3956.25333333333,3969.73333333333,3969.73333333333,3969.73333333333,3969.73333333333,3969.73333333333,3969.73333333333,1056.23333333333,1056.23333333333,3802.33333333333,3802.33333333333,973.5,973.5,973.5,3902.33333333333,3902.33333333333,907.366666666667,907.366666666667,907.366666666667,3969.73333333333,3969.73333333333,960.366666666667,960.366666666667,960.366666666667,3454.93333333333,3454.93333333333,1954.06666666667,1954.06666666667,1954.06666666667,2878.03333333333,2878.03333333333,1766.3,1661240715.853,1661240730.905,1661240746.145,1661240761.232,1661240776.27,1661240777.001,1661240792.163,1661240807.3,1661240822.454,1661240837.582,1661240837.995,1661240853.145,1661240868.193,1661240883.268,1661240898.33,1661240899.058,1661240914.084,1661240929.203,1661240944.253,1661240959.301,1661240960.171,1661240975.374,1661240990.396,1661241005.613,1661241020.644
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"log-regression","ITR-2","cpu-measure",1.61196837051481,1.59422894537778,1.62970779565185,1.66101934932593,1.68454725,1.69747622057037,1.71340062700593,1.71738172861482,1.71738172861482,1.71738172861482,1.71738172861482,1.71738172861482,1.71738172861482,1.62970779565185,1.62970779565185,1.71738172861482,1.71738172861482,1.65016396774074,1.65016396774074,1.65016396774074,1.68048836027037,1.68048836027037,1.69747622057037,1.69747622057037,1.69747622057037,1.61895931235926,1.61895931235926,1.61911632995185,1.61911632995185,1.61911632995185,1.66101934932593,1.66101934932593,1.66333489142963,1.66333489142963,1.66333489142963,1.68454725,1.68454725,1.59422894537778,1661246530.123,1661246545.189,1661246560.273,1661246575.321,1661246590.382,1661246591.274,1661246606.387,1661246621.528,1661246636.631,1661246651.672,1661246652.286,1661246667.408,1661246682.66,1661246697.801,1661246712.967,1661246713.419,1661246728.571,1661246743.769,1661246758.865,1661246773.987,1661246774.492,1661246789.628,1661246804.743,1661246819.864,1661246834.987
"log-regression","ITR-2","mem-measure",726745088,262537216,1190952960,265375744,265502720,648679424.000001,904105984,915579863.04,984423137.28,1053266411.52,1122109685.76,1190264527.2576,1190884116.72576,262537216,262537216,262934528,262934528,263127040,263127040,263127040,265195520,265195520,265310208,265310208,265310208,265375744,265375744,265441280,265441280,265441280,265502720,265502720,265539584,265539584,265539584,904105984,904105984,1190952960,1661246530.197,1661246545.315,1661246560.4,1661246575.512,1661246590.6,1661246591.247,1661246606.301,1661246621.44,1661246636.521,1661246651.636,1661246652.357,1661246667.442,1661246682.664,1661246697.858,1661246712.959,1661246713.406,1661246728.581,1661246743.707,1661246758.773,1661246774.029,1661246774.484,1661246789.638,1661246804.751,1661246819.862,1661246834.985
"log-regression","ITR-2","memusage-measure",743235584,266616832,1219854336,269508608,269574144,664178688.000001,927223808,938929029.12,1009160355.84,1079391682.56,1149623009.28,1219152022.7328,1219784104.67328,266616832,266616832,267001856,267001856,267198464,267198464,267198464,269262848,269262848,269381632,269381632,269381632,269574144,269574144,269508608,269508608,269508608,269570048,269570048,269611008,269611008,269611008,927223808,927223808,1219854336,1661246530.17,1661246545.21,1661246560.335,1661246575.455,1661246590.515,1661246591.268,1661246606.395,1661246621.505,1661246636.629,1661246651.712,1661246652.348,1661246667.408,1661246682.502,1661246697.589,1661246712.654,1661246713.404,1661246728.592,1661246743.734,1661246758.812,1661246774.001,1661246774.472,1661246789.641,1661246804.738,1661246819.789,1661246834.978
"log-regression","ITR-2","cnetreceivebytes-measure",24.5166666666667,20.9666666666667,28.0666666666667,20.7,27.8333333333333,29.6,30.0533333333334,30.1666666666667,30.1666666666667,30.1666666666667,30.1666666666667,30.1666666666667,30.1666666666667,20.9666666666667,20.9666666666667,29.6,29.6,20.7,20.7,20.7,30.1666666666667,30.1666666666667,20.1,20.1,20.1,27.8333333333333,27.8333333333333,20.3666666666667,20.3666666666667,20.3666666666667,27.7666666666667,27.7666666666667,19.1333333333333,19.1333333333333,19.1333333333333,18.6666666666667,18.6666666666667,28.0666666666667,1661246530.17,1661246545.362,1661246560.426,1661246575.533,1661246590.618,1661246591.264,1661246606.39,1661246621.442,1661246636.511,1661246651.583,1661246652.361,1661246667.468,1661246682.668,1661246697.809,1661246712.968,1661246713.427,1661246728.577,1661246743.768,1661246758.886,1661246774.031,1661246774.499,1661246789.645,1661246804.75,1661246819.823,1661246834.969
"log-regression","ITR-2","cnettransmitbytes-measure",11.5,10.7666666666667,12.2333333333333,11.4666666666667,12.2333333333333,13.7,14.0733333333334,14.1666666666667,14.1666666666667,14.1666666666667,14.1666666666667,14.1666666666667,14.1666666666667,12.2333333333333,12.2333333333333,12.4666666666667,12.4666666666667,11.4666666666667,11.4666666666667,11.4666666666667,14.1666666666667,14.1666666666667,8.16666666666667,8.16666666666667,8.16666666666667,13.7,13.7,9.66666666666667,9.66666666666667,9.66666666666667,11.5,11.5,8.2,8.2,8.2,8.9,8.9,10.7666666666667,1661246530.226,1661246545.316,1661246560.433,1661246575.572,1661246590.617,1661246591.268,1661246606.431,1661246621.525,1661246636.629,1661246651.681,1661246652.353,1661246667.438,1661246682.642,1661246697.813,1661246712.965,1661246713.429,1661246728.575,1661246743.779,1661246758.873,1661246774.029,1661246774.498,1661246789.646,1661246804.747,1661246819.86,1661246834.98
"log-regression","ITR-2","diskdetails-measure",569786368.000002,3345339.73333333,1136227396.26667,10103.4666666667,1136226030.93333,1136227396.26667,1136233512.96,1136235042.13333,1136235042.13333,1136235042.13333,1136235042.13333,1136235042.13333,1136235042.13333,1136227396.26667,1136227396.26667,0,0,1136226030.93333,1136226030.93333,1136226030.93333,613580.8,613580.8,10103.4666666667,10103.4666666667,10103.4666666667,1136235042.13333,1136235042.13333,0,0,0,0,0,0,0,0,23769907.2,23769907.2,3345339.73333333,1661246530.174,1661246545.33,1661246560.353,1661246575.436,1661246590.507,1661246591.257,1661246606.386,1661246621.499,1661246636.623,1661246651.69,1661246652.347,1661246667.433,1661246682.666,1661246697.779,1661246712.962,1661246713.403,1661246728.585,1661246743.766,1661246758.88,1661246774.014,1661246774.511,1661246789.627,1661246804.726,1661246819.831,1661246834.855
"log-regression","ITR-2","fsiototal-measure",1.22166666666666E-08,8.53333333333307E-09,1.59000000000001E-08,9.2333333333337E-09,1.22666666666669E-08,1.31133333333334E-08,1.35000000000002E-08,1.35960000000002E-08,1.41720000000002E-08,1.47480000000001E-08,1.53240000000001E-08,1.58942400000001E-08,1.58994240000001E-08,8.53E-09,8.53E-09,1.35E-08,1.35E-08,8.63E-09,8.63E-09,8.63E-09,1.23E-08,1.23E-08,8.30E-09,8.30E-09,8.30E-09,1.21E-08,1.21E-08,9.23E-09,9.23E-09,9.23E-09,1.25E-08,1.25E-08,8.13E-09,8.13E-09,8.13E-09,9.87E-09,9.87E-09,1.59E-08,1661246530.221,1661246545.297,1661246560.443,1661246575.491,1661246590.584,1661246591.258,1661246606.365,1661246621.42,1661246636.515,1661246651.592,1661246652.35,1661246667.433,1661246682.612,1661246697.767,1661246712.813,1661246713.404,1661246728.531,1661246743.554,1661246758.618,1661246773.675,1661246774.494,1661246789.626,1661246804.722,1661246819.754,1661246834.969
"log-regression","ITR-2","fsreadtotal-measure",0,0,0,0,0,0,1.86666666666715E-10,2.33333333333393E-10,2.33333333333393E-10,2.33333333333393E-10,2.33333333333393E-10,2.33333333333393E-10,2.33333333333393E-10,0,0,0,0,0,0,0,0,0,0,0,0,2.33E-10,2.33E-10,0,0,0,0,0,0,0,0,0,0,0,1661246530.226,1661246545.301,1661246560.389,1661246575.475,1661246590.562,1661246591.27,1661246606.433,1661246621.514,1661246636.629,1661246651.695,1661246652.346,1661246667.408,1661246682.667,1661246697.805,1661246712.968,1661246713.403,1661246728.591,1661246743.772,1661246758.883,1661246774.025,1661246774.497,1661246789.638,1661246804.748,1661246819.847,1661246834.982
"log-regression","ITR-2","fswritetotal-measure",2.42316666666667E-07,2.13333333333331E-08,4.633E-07,2.17000000000001E-08,2.98666666666671E-08,3.04333333333337E-08,3.76726666666667E-07,4.633E-07,4.633E-07,4.633E-07,4.633E-07,4.633E-07,4.633E-07,2.13E-08,1.31E-08,1.31E-08,3.04E-08,3.04E-08,3.04E-08,1.53E-08,1.53E-08,1.85E-08,1.85E-08,1.85E-08,2.17E-08,2.17E-08,2.99E-08,2.99E-08,2.99E-08,2.74E-08,2.74E-08,1.48E-08,1.48E-08,1.48E-08,2.69E-08,2.69E-08,4.63E-07,4.63E-07,1661244328.653,1661244343.835,1661244358.861,1661244373.969,1661244389.083,1661244389.788,1661244404.929,1661244420.074,1661244435.164,1661244450.224,1661244450.855,1661244465.988,1661244481.108,1661244496.135,1661244511.223,1661244511.92,1661244527.066,1661244542.154,1661244557.195,1661244572.249,1661244573.014,1661244588.129,1661244603.221,1661244618.291,1661244633.325
"log-regression","ITR-2","netreceivebytes-measure",1083.01666666667,851.6,1314.43333333333,1431.46666666667,2591.7,3191.3,3281.7,3304.3,3304.3,3304.3,3304.3,3304.3,3304.3,851.6,851.6,3046.36666666667,3046.36666666667,758.566666666667,758.566666666667,758.566666666667,3191.3,3191.3,614.1,614.1,614.1,3304.3,3304.3,593.6,593.6,593.6,2591.7,2591.7,1431.46666666667,1431.46666666667,1431.46666666667,2373.73333333333,2373.73333333333,1314.43333333333,1661240715.762,1661240730.898,1661240746.026,1661240761.082,1661240776.143,1661240776.993,1661240792.166,1661240807.298,1661240822.431,1661240837.534,1661240838.001,1661240853.159,1661240868.289,1661240883.43,1661240898.547,1661240899.087,1661240914.236,1661240929.347,1661240944.485,1661240959.587,1661240960.155,1661240975.403,1661240990.441,1661241005.629,1661241020.65
