"Exp_names","Iteration","Metric-name","avg","min","max","50th Percentile","75th percentile","90th percentile","95th percentile","96th percentile","97th percentile","98th percentile","99th percentile","99.99th percentile","99.999th percentile","Value-1","Value-2","Value-3","Value-4","Value-5","Value-6","Value-7","Value-8","Value-9","Value-10","Value-11","Value-12","Value-13","Value-14","Value-15","Value-16","Value-17","Value-18","Value-19","Value-20","Value-21","Value-22","Value-23","Value-24","Value-25","timestamp-1","timestamp-2","timestamp-3","timestamp-4","timestamp-5","timestamp-6","timestamp-7","timestamp-8","timestamp-9","timestamp-10","timestamp-11","timestamp-12","timestamp-13","timestamp-14","timestamp-15","timestamp-16","timestamp-17","timestamp-18","timestamp-19","timestamp-20","timestamp-21","timestamp-22","timestamp-23","timestamp-24","timestamp-25"
"db-shootout","ITR-2","cnetreceivebytes-measure",29.8666666666666,19.2333333333333,40.5,29.5,29.9666666666667,40.4333333333333,40.4333333333333,40.436,40.452,40.468,40.484,40.49984,40.499984,40.5,10.8666666666667,10.8666666666667,40.4333333333333,40.4333333333333,40.4333333333333,10.1333333333333,10.1333333333333,29.9666666666667,29.9666666666667,29.9666666666667,20.1,20.1,29.8333333333333,29.8333333333333,29.8333333333333,32,32,14.3333333333333,14.3333333333333,20,20,29.5,29.5,19.2333333333333,1661251173.13,1661251188.283,1661251203.408,1661251218.578,1661251233.723,1661251234.234,1661251249.412,1661251264.56,1661251279.602,1661251294.731,1661251295.446,1661251310.519,1661251325.676,1661251340.702,1661251355.872,1661251356.434,1661251371.585,1661251386.715,1661251401.832,1661251416.971,1661251417.599,1661251432.767,1661251447.905,1661251463.026,1661251478.147
"db-shootout","ITR-2","cnettransmitbytes-measure",14.2166666666667,8.43333333333333,20,12.0333333333333,15.5333333333333,19.9333333333333,19.9333333333333,19.936,19.952,19.968,19.984,19.99984,19.999984,20,5.06666666666667,5.06666666666667,19.9333333333333,19.9333333333333,19.9333333333333,3.4,3.4,15.5333333333333,15.5333333333333,15.5333333333333,10.4,10.4,13.1666666666667,13.1666666666667,13.1666666666667,15.2,15.2,6.7,6.7,9.8,9.8,12.0333333333333,12.0333333333333,8.43333333333333,1661251173.132,1661251188.282,1661251203.425,1661251218.587,1661251233.688,1661251234.233,1661251249.419,1661251264.557,1661251279.641,1661251294.749,1661251295.431,1661251310.56,1661251325.692,1661251340.735,1661251355.898,1661251356.458,1661251371.588,1661251386.738,1661251401.82,1661251416.924,1661251417.599,1661251432.765,1661251447.887,1661251463.041,1661251478.153
"db-shootout","ITR-2","diskdetails-measure",195310.933333334,4505.6,386116.266666667,275797.333333333,1141632341.33333,1141960294.4,1142001363.62666,1142011630.93333,1142011630.93333,1142011630.93333,1142011630.93333,1142011630.93333,1142011630.93333,4505.6,1141960294.4,1141960294.4,36317.8666666667,36317.8666666667,36317.8666666667,0,0,17066.6666666667,17066.6666666667,17066.6666666667,1142011630.93333,1142011630.93333,1141632341.33333,1141632341.33333,1141632341.33333,1141159116.8,1141159116.8,275797.333333333,275797.333333333,20206.9333333333,20206.9333333333,26509038.9333333,26509038.9333333,386116.266666667,1661251173.107,1661251188.276,1661251203.425,1661251218.582,1661251233.703,1661251234.234,1661251249.406,1661251264.564,1661251279.673,1661251294.813,1661251295.329,1661251310.35,1661251325.425,1661251340.48,1661251355.562,1661251356.454,1661251371.578,1661251386.671,1661251401.819,1661251416.849,1661251417.571,1661251432.746,1661251447.766,1661251462.875,1661251477.959
"db-shootout","ITR-2","fsiototal-measure",1.10166666666667E-08,9.70000000000004E-09,1.23333333333333E-08,9.36666666666597E-09,1.32333333333339E-08,1.33000000000007E-08,1.73533333333335E-08,1.83666666666667E-08,1.83666666666667E-08,1.83666666666667E-08,1.83666666666667E-08,1.83666666666667E-08,1.83666666666667E-08,1.23E-08,8.50E-09,8.50E-09,1.32E-08,1.32E-08,1.32E-08,7.30E-09,7.30E-09,9.37E-09,9.37E-09,9.37E-09,1.33E-08,1.33E-08,8.03E-09,8.03E-09,8.03E-09,1.27E-08,1.27E-08,8.70E-09,8.70E-09,8.43E-09,8.43E-09,1.84E-08,1.84E-08,9.70E-09,1661251173.121,1661251188.267,1661251203.377,1661251218.456,1661251233.559,1661251234.308,1661251249.419,1661251264.564,1661251279.678,1661251294.808,1661251295.411,1661251310.472,1661251325.587,1661251340.683,1661251355.786,1661251356.414,1661251371.572,1661251386.598,1661251401.705,1661251416.796,1661251417.596,1661251432.774,1661251447.905,1661251463.041,1661251478.126
"db-shootout","ITR-2","fsreadtotal-measure",8.00000000000005E-10,0,1.60000000000001E-09,0,0,5.33333333333328E-10,5.9999999999996E-10,6.39999999999961E-10,8.79999999999975E-10,1.11999999999999E-09,1.36E-09,1.59760000000001E-09,1.59976000000001E-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33E-10,4.33E-10,0,0,6.00E-10,6.00E-10,1.60E-09,1661251173.121,1661251188.267,1661251203.42,1661251218.597,1661251233.73,1661251234.231,1661251249.413,1661251264.566,1661251279.675,1661251294.819,1661251295.394,1661251310.422,1661251325.51,1661251340.592,1661251355.71,1661251356.445,1661251371.6,1661251386.688,1661251401.774,1661251416.965,1661251417.599,1661251432.754,1661251447.895,1661251463.035,1661251478.09
"db-shootout","ITR-2","fswritetotal-measure",2.42316666666667E-07,2.13333333333331E-08,4.633E-07,2.17000000000001E-08,2.98666666666671E-08,3.04333333333337E-08,3.76726666666667E-07,4.633E-07,4.633E-07,4.633E-07,4.633E-07,4.633E-07,4.633E-07,2.13E-08,1.31E-08,1.31E-08,3.04E-08,3.04E-08,3.04E-08,1.53E-08,1.53E-08,1.85E-08,1.85E-08,1.85E-08,2.17E-08,2.17E-08,2.99E-08,2.99E-08,2.99E-08,2.74E-08,2.74E-08,1.48E-08,1.48E-08,1.48E-08,2.69E-08,2.69E-08,4.63E-07,4.63E-07,1661244328.653,1661244343.835,1661244358.861,1661244373.969,1661244389.083,1661244389.788,1661244404.929,1661244420.074,1661244435.164,1661244450.224,1661244450.855,1661244465.988,1661244481.108,1661244496.135,1661244511.223,1661244511.92,1661244527.066,1661244542.154,1661244557.195,1661244572.249,1661244573.014,1661244588.129,1661244603.221,1661244618.291,1661244633.325
"db-shootout","ITR-2","netreceivebytes-measure",1083.01666666667,851.6,1314.43333333333,1431.46666666667,2591.7,3191.3,3281.7,3304.3,3304.3,3304.3,3304.3,3304.3,3304.3,851.6,851.6,3046.36666666667,3046.36666666667,758.566666666667,758.566666666667,758.566666666667,3191.3,3191.3,614.1,614.1,614.1,3304.3,3304.3,593.6,593.6,593.6,2591.7,2591.7,1431.46666666667,1431.46666666667,1431.46666666667,2373.73333333333,2373.73333333333,1314.43333333333,1661240715.762,1661240730.898,1661240746.026,1661240761.082,1661240776.143,1661240776.993,1661240792.166,1661240807.298,1661240822.431,1661240837.534,1661240838.001,1661240853.159,1661240868.289,1661240883.43,1661240898.547,1661240899.087,1661240914.236,1661240929.347,1661240944.485,1661240959.587,1661240960.155,1661240975.403,1661240990.441,1661241005.629,1661241020.65
"db-shootout","ITR-2","nettransmitbytes-measure",1411.26666666667,1056.23333333333,1766.3,1954.06666666667,3454.93333333333,3902.33333333333,3956.25333333333,3969.73333333333,3969.73333333333,3969.73333333333,3969.73333333333,3969.73333333333,3969.73333333333,1056.23333333333,1056.23333333333,3802.33333333333,3802.33333333333,973.5,973.5,973.5,3902.33333333333,3902.33333333333,907.366666666667,907.366666666667,907.366666666667,3969.73333333333,3969.73333333333,960.366666666667,960.366666666667,960.366666666667,3454.93333333333,3454.93333333333,1954.06666666667,1954.06666666667,1954.06666666667,2878.03333333333,2878.03333333333,1766.3,1661240715.853,1661240730.905,1661240746.145,1661240761.232,1661240776.27,1661240777.001,1661240792.163,1661240807.3,1661240822.454,1661240837.582,1661240837.995,1661240853.145,1661240868.193,1661240883.268,1661240898.33,1661240899.058,1661240914.084,1661240929.203,1661240944.253,1661240959.301,1661240960.171,1661240975.374,1661240990.396,1661241005.613,1661241020.644
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"scala-doku","ITR-0","cpu-measure",1.68793880049259,1.68310867123333,1.69276892975185,1.6489799324037,1.67415363428519,1.68738329545185,1.69169180289185,1.69276892975185,1.69276892975185,1.69276892975185,1.69276892975185,1.69276892975185,1.69276892975185,1.68310867123333,1.68738329545185,1.68738329545185,1.67415363428519,1.67415363428519,1.67415363428519,1.62044079878889,1.62044079878889,1.635059680068,1.635059680068,1.635059680068,1.6549438458963,1.6549438458963,1.6489799324037,1.6489799324037,1.6489799324037,1.67149428286296,1.67149428286296,1.64137186354444,1.64137186354444,1.64137186354444,1.6407571646037,1.6407571646037,1.69276892975185,1.69276892975185,1661256415.206,1661256430.346,1661256445.499,1661256460.644,1661256475.751,1661256476.304,1661256491.414,1661256506.604,1661256521.74,1661256536.819,1661256537.493,1661256552.626,1661256567.785,1661256582.912,1661256598.067,1661256598.533,1661256613.691,1661256628.845,1661256643.977,1661256659.093,1661256659.631,1661256674.744,1661256689.814,1661256704.959,1661256720.072
"scala-doku","ITR-0","mem-measure",633296896,271953920,994639872,272715776,272920576,273195008,850350899.200001,994639872,994639872,994639872,994639872,994639872,994639872,271953920,272035840,272035840,272232448,272232448,272232448,272429056,272429056,272621568,272621568,272621568,272715776,272715776,272814080,272814080,272814080,272879616,272879616,272920576,272920576,272920576,273195008,273195008,994639872,994639872,1661256415.2,1661256430.269,1661256445.333,1661256460.442,1661256475.488,1661256476.301,1661256491.44,1661256506.607,1661256521.74,1661256536.843,1661256537.451,1661256552.49,1661256567.716,1661256582.926,1661256598.072,1661256598.518,1661256613.677,1661256628.846,1661256643.962,1661256658.985,1661256659.611,1661256674.744,1661256689.863,1661256704.941,1661256720.046
"scala-doku","ITR-0","memusage-measure",667557888,276033536,1059082240,276795392,277000192,277278720,902721536.000001,1059082240,1059082240,1059082240,1059082240,1059082240,1059082240,276033536,276119552,276119552,276307968,276307968,276307968,276516864,276516864,276701184,276701184,276701184,276795392,276795392,276893696,276893696,276893696,276959232,276959232,277000192,277000192,277000192,277278720,277278720,1059082240,1059082240,1661256415.2,1661256430.335,1661256445.481,1661256460.598,1661256475.673,1661256476.322,1661256491.43,1661256506.599,1661256521.732,1661256536.821,1661256537.478,1661256552.621,1661256567.794,1661256582.922,1661256598.07,1661256598.503,1661256613.706,1661256628.86,1661256643.977,1661256659.111,1661256659.589,1661256674.719,1661256689.769,1661256704.845,1661256719.932
"scala-doku","ITR-0","cnetreceivebytes-measure",20.5666666666666,20.4333333333333,20.7,20.6,29.7666666666667,31.2666666666667,33.8,34.4333333333333,34.4333333333333,34.4333333333333,34.4333333333333,34.4333333333333,34.4333333333333,20.7,30.8333333333333,30.8333333333333,19.5666666666667,19.5666666666667,19.5666666666667,25.9333333333333,25.9333333333333,12.8666666666667,12.8666666666667,12.8666666666667,34.4333333333333,34.4333333333333,20.6,20.6,20.6,29.7666666666667,29.7666666666667,18.3333333333333,18.3333333333333,18.3333333333333,31.2666666666667,31.2666666666667,20.4333333333333,20.4333333333333,1661256415.211,1661256430.349,1661256445.5,1661256460.598,1661256475.63,1661256476.31,1661256491.42,1661256506.615,1661256521.735,1661256536.868,1661256537.471,1661256552.621,1661256567.77,1661256582.925,1661256598.06,1661256598.54,1661256613.7,1661256628.844,1661256643.985,1661256659.107,1661256659.591,1661256674.722,1661256689.76,1661256704.958,1661256720.062
"scala-doku","ITR-0","cnettransmitbytes-measure",10.3333333333333,10.0333333333333,10.6333333333333,10.0333333333333,14.5333333333333,15.6333333333333,15.9,15.9666666666667,15.9666666666667,15.9666666666667,15.9666666666667,15.9666666666667,15.9666666666667,10.6333333333333,15.6333333333333,15.6333333333333,10.0333333333333,10.0333333333333,10.0333333333333,11.3666666666667,11.3666666666667,8.46666666666667,8.46666666666667,8.46666666666667,15,15,10,10,10,14.5333333333333,14.5333333333333,6.53333333333333,6.53333333333333,6.53333333333333,15.9666666666667,15.9666666666667,10.0333333333333,10.0333333333333,1661256415.213,1661256430.348,1661256445.48,1661256460.645,1661256475.74,1661256476.302,1661256491.429,1661256506.59,1661256521.735,1661256536.862,1661256537.476,1661256552.627,1661256567.775,1661256582.913,1661256598.011,1661256598.476,1661256613.679,1661256628.846,1661256643.985,1661256659.122,1661256659.598,1661256674.733,1661256689.818,1661256704.936,1661256720.037
"scala-doku","ITR-0","diskdetails-measure",7271492.26666665,0,14542984.5333333,12920149.3333333,1147485934.93333,1147488392.53333,1147490358.61333,1147490850.13333,1147490850.13333,1147490850.13333,1147490850.13333,1147490850.13333,1147490850.13333,0,1147474193.06667,1147474193.06667,1365.33333333333,1365.33333333333,1365.33333333333,14199.4666666667,14199.4666666667,1147485934.93333,1147485934.93333,1147485934.93333,8738.13333333333,8738.13333333333,273.066666666667,273.066666666667,273.066666666667,1147490850.13333,1147490850.13333,1147488392.53333,1147488392.53333,1147488392.53333,12920149.3333333,12920149.3333333,14542984.5333333,14542984.5333333,1661256415.21,1661256430.348,1661256445.487,1661256460.616,1661256475.751,1661256476.306,1661256491.412,1661256506.609,1661256521.733,1661256536.881,1661256537.469,1661256552.626,1661256567.787,1661256582.924,1661256598.069,1661256598.51,1661256613.669,1661256628.846,1661256643.934,1661256659.117,1661256659.64,1661256674.743,1661256689.824,1661256704.864,1661256719.961
"scala-doku","ITR-0","fsiototal-measure",1.47000000000007E-08,1.34000000000005E-08,1.60000000000008E-08,1.32666666666668E-08,1.44666666666668E-08,1.61999999999994E-08,2.63066666666662E-08,2.88333333333329E-08,2.88333333333329E-08,2.88333333333329E-08,2.88333333333329E-08,2.88333333333329E-08,2.88333333333329E-08,1.34E-08,2.88E-08,2.88E-08,1.33E-08,1.33E-08,1.33E-08,1.40E-08,1.40E-08,1.03E-08,1.03E-08,1.03E-08,1.45E-08,1.45E-08,9.77E-09,9.77E-09,9.77E-09,1.24E-08,1.24E-08,8.63E-09,8.63E-09,8.63E-09,1.62E-08,1.62E-08,1.60E-08,1.60E-08,1661256415.216,1661256430.337,1661256445.488,1661256460.643,1661256475.76,1661256476.306,1661256491.369,1661256506.594,1661256521.719,1661256536.744,1661256537.466,1661256552.601,1661256567.715,1661256582.774,1661256597.889,1661256598.506,1661256613.669,1661256628.728,1661256643.814,1661256658.905,1661256659.594,1661256674.737,1661256689.814,1661256704.956,1661256720.067
"scala-doku","ITR-0","fsreadtotal-measure",2.63333333333335E-09,2.63333333333335E-09,2.63333333333335E-09,2.35000000000002E-09,4.26666666666653E-09,5.24333333333324E-09,6.53333333333332E-09,6.53333333333332E-09,6.53333333333332E-09,6.53333333333332E-09,6.53333333333332E-09,6.53333333333332E-09,6.53333333333332E-09,2.63E-09,6.53E-09,6.53E-09,1.17E-09,1.17E-09,2.73E-09,3.10E-09,3.10E-09,2.07E-09,2.07E-09,2.07E-09,5.10E-09,5.10E-09,0,0,0,2.00E-09,2.00E-09,4.27E-09,4.27E-09,,,,,,1661256415.218,1661256430.348,1661256445.491,1661256460.622,1661256475.65,1661256537.457,1661256552.605,1661256567.761,1661256582.924,1661256598.064,1661256598.503,1661256613.697,1661256628.844,1661256643.962,1661256659.123,1661256659.569,1661256674.612,1661256689.711,1661256704.75,1661256719.791,,,,,
"scala-doku","ITR-0","fswritetotal-measure",2.42316666666667E-07,2.13333333333331E-08,4.633E-07,2.17000000000001E-08,2.98666666666671E-08,3.04333333333337E-08,3.76726666666667E-07,4.633E-07,4.633E-07,4.633E-07,4.633E-07,4.633E-07,4.633E-07,2.13E-08,1.31E-08,1.31E-08,3.04E-08,3.04E-08,3.04E-08,1.53E-08,1.53E-08,1.85E-08,1.85E-08,1.85E-08,2.17E-08,2.17E-08,2.99E-08,2.99E-08,2.99E-08,2.74E-08,2.74E-08,1.48E-08,1.48E-08,1.48E-08,2.69E-08,2.69E-08,4.63E-07,4.63E-07,1661244328.653,1661244343.835,1661244358.861,1661244373.969,1661244389.083,1661244389.788,1661244404.929,1661244420.074,1661244435.164,1661244450.224,1661244450.855,1661244465.988,1661244481.108,1661244496.135,1661244511.223,1661244511.92,1661244527.066,1661244542.154,1661244557.195,1661244572.249,1661244573.014,1661244588.129,1661244603.221,1661244618.291,1661244633.325
"scala-doku","ITR-0","netreceivebytes-measure",1083.01666666667,851.6,1314.43333333333,1431.46666666667,2591.7,3191.3,3281.7,3304.3,3304.3,3304.3,3304.3,3304.3,3304.3,851.6,851.6,3046.36666666667,3046.36666666667,758.566666666667,758.566666666667,758.566666666667,3191.3,3191.3,614.1,614.1,614.1,3304.3,3304.3,593.6,593.6,593.6,2591.7,2591.7,1431.46666666667,1431.46666666667,1431.46666666667,2373.73333333333,2373.73333333333,1314.43333333333,1661240715.762,1661240730.898,1661240746.026,1661240761.082,1661240776.143,1661240776.993,1661240792.166,1661240807.298,1661240822.431,1661240837.534,1661240838.001,1661240853.159,1661240868.289,1661240883.43,1661240898.547,1661240899.087,1661240914.236,1661240929.347,1661240944.485,1661240959.587,1661240960.155,1661240975.403,1661240990.441,1661241005.629,1661241020.65
"scala-doku","ITR-0","nettransmitbytes-measure",1411.26666666667,1056.23333333333,1766.3,1954.06666666667,3454.93333333333,3902.33333333333,3956.25333333333,3969.73333333333,3969.73333333333,3969.73333333333,3969.73333333333,3969.73333333333,3969.73333333333,1056.23333333333,1056.23333333333,3802.33333333333,3802.33333333333,973.5,973.5,973.5,3902.33333333333,3902.33333333333,907.366666666667,907.366666666667,907.366666666667,3969.73333333333,3969.73333333333,960.366666666667,960.366666666667,960.366666666667,3454.93333333333,3454.93333333333,1954.06666666667,1954.06666666667,1954.06666666667,2878.03333333333,2878.03333333333,1766.3,1661240715.853,1661240730.905,1661240746.145,1661240761.232,1661240776.27,1661240777.001,1661240792.163,1661240807.3,1661240822.454,1661240837.582,1661240837.995,1661240853.145,1661240868.193,1661240883.268,1661240898.33,1661240899.058,1661240914.084,1661240929.203,1661240944.253,1661240959.301,1661240960.171,1661240975.374,1661240990.396,1661241005.613,1661241020.644
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"scala-doku","ITR-1","cpu-measure",1.60749109678519,1.58993220794074,1.62504998562963,1.65610797578519,1.66614492674815,1.67341240056667,1.73339422897556,1.74838968607778,1.74838968607778,1.74838968607778,1.74838968607778,1.74838968607778,1.74838968607778,1.62504998562963,1.62504998562963,1.67341240056667,1.67341240056667,1.62220904688148,1.62220904688148,1.62220904688148,1.63850268098889,1.63850268098889,1.66375596047037,1.66375596047037,1.66375596047037,1.74838968607778,1.74838968607778,1.58656912147778,1.58656912147778,1.58656912147778,1.66105683077407,1.66105683077407,1.66614492674815,1.66614492674815,1.66614492674815,1.65610797578519,1.65610797578519,1.58993220794074,1661257121.691,1661257136.834,1661257151.952,1661257167.106,1661257182.212,1661257182.761,1661257197.919,1661257213.044,1661257228.179,1661257243.302,1661257243.859,1661257259.033,1661257274.169,1661257289.286,1661257304.36,1661257304.909,1661257320.049,1661257335.162,1661257350.189,1661257365.284,1661257366.037,1661257381.135,1661257396.278,1661257411.391,1661257426.467
"scala-doku","ITR-1","mem-measure",640116736,261087232,1019146240,267231232,267460608,267601510.4,267608064,297669591.039999,478038753.280001,658407915.52,838777077.759999,1017342548.3776,1018965870.83776,261087232,261087232,264777728,264777728,264847360,264847360,264847360,266919936,266919936,267153408,267153408,267153408,267231232,267231232,267251712,267251712,267251712,267460608,267460608,267591680,267591680,267591680,267608064,267608064,1019146240,1661257121.701,1661257136.828,1661257151.959,1661257167.071,1661257182.193,1661257182.665,1661257197.754,1661257212.878,1661257227.938,1661257242.99,1661257243.867,1661257259.019,1661257274.165,1661257289.286,1661257304.39,1661257304.924,1661257320.07,1661257335.205,1661257350.329,1661257365.427,1661257366.024,1661257381.129,1661257396.242,1661257411.275,1661257426.389
"scala-doku","ITR-1","memusage-measure",660684800,266211328,1055158272,272367616,272596992,272735436.8,272740352,304037068.799999,491817369.600001,679597670.4,867377971.199999,1053280468.992,1054970491.6992,266211328,266211328,270041088,270041088,269979648,269979648,269979648,272052224,272052224,272285696,272285696,272285696,272367616,272367616,272388096,272388096,272388096,272596992,272596992,272728064,272728064,272728064,272740352,272740352,1055158272,1661257121.7,1661257136.83,1661257151.933,1661257166.957,1661257182.101,1661257182.723,1661257197.914,1661257213.041,1661257228.157,1661257243.264,1661257243.874,1661257258.958,1661257274.021,1661257289.135,1661257304.191,1661257304.888,1661257320.01,1661257335.077,1661257350.148,1661257365.218,1661257366.043,1661257381.14,1661257396.285,1661257411.401,1661257426.433
"scala-doku","ITR-1","cnetreceivebytes-measure",24.4,19.3,29.5,20.3333333333333,28.4333333333333,29.7333333333333,30.2666666666667,30.4,30.4,30.4,30.4,30.4,30.4,19.3,19.3,29.7333333333333,29.7333333333333,20.3333333333333,20.3333333333333,20.3333333333333,30.4,30.4,19.4333333333333,19.4333333333333,19.4333333333333,27.8666666666667,27.8666666666667,19.7666666666667,19.7666666666667,19.7666666666667,20.5666666666667,20.5666666666667,28.4333333333333,28.4333333333333,28.4333333333333,19.8666666666667,19.8666666666667,29.5,1661257121.677,1661257136.839,1661257151.93,1661257166.957,1661257182.045,1661257182.742,1661257197.915,1661257213.044,1661257228.164,1661257243.298,1661257243.851,1661257259.005,1661257274.156,1661257289.212,1661257304.273,1661257304.928,1661257320.068,1661257335.17,1661257350.279,1661257365.316,1661257366.044,1661257381.145,1661257396.286,1661257411.384,1661257426.403
"scala-doku","ITR-1","cnettransmitbytes-measure",12.0333333333334,10.3,13.7666666666667,10.4333333333333,11.6333333333333,13.2266666666667,13.7333333333333,13.7346666666666,13.7426666666667,13.7506666666667,13.7586666666667,13.7665866666667,13.7666586666667,10.3,10.3,13.7333333333333,13.7333333333333,10.8,10.8,10.8,12.4666666666667,12.4666666666667,7.76666666666667,7.76666666666667,7.76666666666667,11.6333333333333,11.6333333333333,9.3,9.3,9.3,10.2,10.2,10.4333333333333,10.4333333333333,10.4333333333333,8.73333333333333,8.73333333333333,13.7666666666667,1661257121.69,1661257136.826,1661257151.959,1661257167.095,1661257182.204,1661257182.739,1661257197.922,1661257213.03,1661257228.089,1661257243.219,1661257243.874,1661257259.021,1661257274.076,1661257289.278,1661257304.389,1661257304.924,1661257320.064,1661257335.174,1661257350.28,1661257365.364,1661257366.014,1661257381.037,1661257396.142,1661257411.221,1661257426.268
"scala-doku","ITR-1","diskdetails-measure",2617207.46666666,0,5234414.93333333,1365.33333333333,21466589.8666667,1147478289.06667,1147484187.30667,1147485661.86667,1147485661.86667,1147485661.86667,1147485661.86667,1147485661.86667,1147485661.86667,0,0,0,0,0,0,0,1365.33333333333,1365.33333333333,1147478289.06667,1147478289.06667,1147478289.06667,286993.066666667,286993.066666667,1365.33333333333,1365.33333333333,1365.33333333333,1147485661.86667,1147485661.86667,1365.33333333333,1365.33333333333,1365.33333333333,21466589.8666667,21466589.8666667,5234414.93333333,1661257121.701,1661257136.823,1661257151.949,1661257167.092,1661257182.215,1661257182.752,1661257197.915,1661257213.039,1661257228.172,1661257243.298,1661257243.848,1661257258.874,1661257273.946,1661257289.012,1661257304.065,1661257304.925,1661257320.049,1661257335.164,1661257350.326,1661257365.427,1661257366.047,1661257381.143,1661257396.266,1661257411.369,1661257426.407
"scala-doku","ITR-1","fsiototal-measure",1.44333333333338E-08,9.26666666666711E-09,1.96000000000005E-08,8.83333333333328E-09,1.25999999999996E-08,1.32799999999998E-08,1.36666666666668E-08,1.39040000000001E-08,1.53280000000002E-08,1.67520000000003E-08,1.81760000000004E-08,1.95857600000005E-08,1.95985760000005E-08,9.27E-09,9.27E-09,1.27E-08,1.27E-08,8.17E-09,8.17E-09,8.17E-09,1.37E-08,1.37E-08,7.60E-09,7.60E-09,7.60E-09,1.24E-08,1.24E-08,8.70E-09,8.70E-09,8.70E-09,8.10E-09,8.10E-09,1.26E-08,1.26E-08,1.26E-08,8.83E-09,8.83E-09,1.96E-08,1661257121.685,1661257136.814,1661257151.866,1661257166.975,1661257182.094,1661257182.738,1661257197.915,1661257213.038,1661257228.141,1661257243.245,1661257243.849,1661257258.876,1661257273.96,1661257289.026,1661257304.089,1661257304.925,1661257320.063,1661257335.192,1661257350.331,1661257365.435,1661257365.967,1661257381.097,1661257396.289,1661257411.391,1661257426.462
"scala-doku","ITR-1","fsreadtotal-measure",4.66666666666674E-10,0,9.33333333333347E-10,5.33333333333373E-10,2.33333333333325E-09,3.06666666666661E-09,3.41333333333331E-09,3.49999999999999E-09,3.49999999999999E-09,3.49999999999999E-09,3.49999999999999E-09,3.49999999999999E-09,3.49999999999999E-09,0,0,1.70E-09,1.70E-09,2.33E-09,2.33E-09,2.33E-09,2.67E-10,2.67E-10,0,0,0,3.50E-09,3.50E-09,0,0,0,0,0,3.07E-09,3.07E-09,3.07E-09,5.33E-10,5.33E-10,9.33E-10,1661257121.691,1661257136.823,1661257151.909,1661257167.059,1661257182.213,1661257182.755,1661257197.914,1661257213.002,1661257228.158,1661257243.303,1661257243.839,1661257259.035,1661257274.169,1661257289.277,1661257304.39,1661257304.917,1661257320.065,1661257335.197,1661257350.338,1661257365.449,1661257366.03,1661257381.142,1661257396.284,1661257411.399,1661257426.442
"scala-doku","ITR-1","fswritetotal-measure",2.42316666666667E-07,2.13333333333331E-08,4.633E-07,2.17000000000001E-08,2.98666666666671E-08,3.04333333333337E-08,3.76726666666667E-07,4.633E-07,4.633E-07,4.633E-07,4.633E-07,4.633E-07,4.633E-07,2.13E-08,1.31E-08,1.31E-08,3.04E-08,3.04E-08,3.04E-08,1.53E-08,1.53E-08,1.85E-08,1.85E-08,1.85E-08,2.17E-08,2.17E-08,2.99E-08,2.99E-08,2.99E-08,2.74E-08,2.74E-08,1.48E-08,1.48E-08,1.48E-08,2.69E-08,2.69E-08,4.63E-07,4.63E-07,1661244328.653,1661244343.835,1661244358.861,1661244373.969,1661244389.083,1661244389.788,1661244404.929,1661244420.074,1661244435.164,1661244450.224,1661244450.855,1661244465.988,1661244481.108,1661244496.135,1661244511.223,1661244511.92,1661244527.066,1661244542.154,1661244557.195,1661244572.249,1661244573.014,1661244588.129,1661244603.221,1661244618.291,1661244633.325
"scala-doku","ITR-1","netreceivebytes-measure",1083.01666666667,851.6,1314.43333333333,1431.46666666667,2591.7,3191.3,3281.7,3304.3,3304.3,3304.3,3304.3,3304.3,3304.3,851.6,851.6,3046.36666666667,3046.36666666667,758.566666666667,758.566666666667,758.566666666667,3191.3,3191.3,614.1,614.1,614.1,3304.3,3304.3,593.6,593.6,593.6,2591.7,2591.7,1431.46666666667,1431.46666666667,1431.46666666667,2373.73333333333,2373.73333333333,1314.43333333333,1661240715.762,1661240730.898,1661240746.026,1661240761.082,1661240776.143,1661240776.993,1661240792.166,1661240807.298,1661240822.431,1661240837.534,1661240838.001,1661240853.159,1661240868.289,1661240883.43,1661240898.547,1661240899.087,1661240914.236,1661240929.347,1661240944.485,1661240959.587,1661240960.155,1661240975.403,1661240990.441,1661241005.629,1661241020.65
