Trials,Throughput,Responsetime,TOTAL_PODS_MEM,TOTAL_PODS_CPU,CPU_MIN,CPU_MAX,MEM_MIN,MEM_MAX,WEB_ERRORS,MAXINLINELEVEL,thrpt_ci,resp_ci,cpu_ci,mem_ci,cpu_req,mem_Req,cpu_lim,mem_lim
1,298.283,843.667,438.547,0.566622,0.468119415558838,0.749810859124168,434,444,0,9,3.11,4.17,0.86,6.95,2.87,669,3.5,1024
1,301.983,817.5,449.435,0.576257,0.44966455217956,0.756680849262743,410,483,0,13,2.82,3.12,8.71,6.39,2.87,669,3.5,1024

