Trials,Throughput,Responsetime,TOTAL_PODS_MEM,TOTAL_PODS_CPU,CPU_MIN,CPU_MAX,MEM_MIN,MEM_MAX,WEB_ERRORS,MAXINLINELEVEL,thrpt_ci,resp_ci,cpu_ci,mem_ci,cpu_req,mem_req,cpu_lim,mem_lim
1,620.933,239,529.837,1.77529,1.5515830846875973,2.006325734246802,508,549,0,9,9.67,17.18, 2.49,8.26,2.87,669,3.5,1024
