Trials,Throughput,Responsetime,TOTAL_PODS_MEM,TOTAL_PODS_CPU,CPU_MIN,CPU_MAX,MEM_MIN,MEM_MAX,WEB_ERRORS,MAXINLINELEVEL,thrpt_ci,resp_ci,cpu_ci,mem_ci
1,603.856,264.667,585.997,2.1591,2.12100921016237,2.19241420142048,577,598,0,9, ,5.4,10.85,0.54,0.57,8,603.856,264.667
