TRIALS,THROUGHPUT_RATE_3m,RESPONSE_TIME_RATE_3m,MAX_RESPONSE_TIME,CPU_USAGE,MEM_USAGE,CPU_MIN,CPU_MAX,MEM_MIN,MEM_MAX,THRPT_PROM_CI,RSPTIME_PROM_CI,THROUGHPUT_WRK,RESPONSETIME_WRK,RESPONSETIME_MAX_WRK,RESPONSETIME_STDEV_WRK,WEB_ERRORS,THRPT_WRK_CI,RSPTIME_WRK_CI,CPU_REQ,MEM_REQ,CPU_LIM,MEM_LIM,QRKS_TP_CORETHREADS,QRKS_TP_QUEUESIZE,QRKS_DS_JDBC_MINSIZE,QRKS_DS_JDBC_MAXSIZE,FreqInlineSize,MaxInlineLevel,MinInliningThreshold,CompileThreshold,CompileThresholdScaling,ConcGCThreads,InlineSmallCode,LoopUnrollLimit,LoopUnrollMin,MinSurvivorRatio,NewRatio,TieredStopAtLevel,TieredCompilation,AllowParallelDefineClass,AllowVectorizeOnDemand,AlwaysCompileLoopMethods,AlwaysPreTouch,AlwaysTenure,BackgroundCompilation,DoEscapeAnalysis,UseInlineCaches,UseLoopPredicate,UseStringDeduplication,UseSuperWord,UseTypeSpeculation
59,80053.2,0.286132,915.339909,8.24287,2899.66,5.03327772306129,9.93349856333722,2596,3194,2.06,3.56,78565.7,6.51667,220.2,2.18111,0,2.5,2.46,29.330000000000002,7775M,29.33,7775M,81,2559,22,93,343,12,91,10098,11.41,27,4239,141,6,23,4,4,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
54,80686.9,0.286688,900.459414,8.25977,1595.94,4.86473557522406,10.0646397707593,1391,1951,1.2,5.48,79032.8,6.47889,219.15,2.17556,0,2.55,2.5,26.29,7414M,26.29,7414M,79,2501,23,89,403,20,110,10347,10.02,27,4359,126,4,22,2,4,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
75,80270.9,0.287563,1130.721952,8.08631,2767.77,4.43670041600069,10.2308938818926,2521,3203,1.67,7.19,70352.2,5.74778,229.64,2.1675,0,28.92,28.92,25.38,7292M,25.38,7292M,77,2137,25,94,834,19,122,11238,6.3,26,4374,162,5,23,3,4,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
100,80292.7,0.288049,969.845012,8.12586,1259.64,4.68100684516329,10.1299885816852,1229,1309,0.58,1.98,78655.5,6.49222,1060,2.21444,0,2.16,2.46,27.14,7654M,27.14,7654M,158,5572,23,87,404,26,82,8942,8.81,27,4095,237,3,22,1,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
94,81397,0.288381,937.141581,8.06199,2446.48,4.92470767060066,9.83795820503868,2165,2912,1.12,0.54,79728.1,6.41889,226.49,2.20444,0,2.31,2.25,23.46,7958M,23.46,7958M,207,3886,20,91,781,17,137,12074,9.71,29,3986,182,5,18,2,4,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
96,79730.1,0.291349,1205.695503,8.23308,1826.05,4.82974235818504,10.3385398822704,1447,2246,4.16,7.88,78676.4,6.47333,241.17,2.29667,0,2.38,2.55,28.38,8052M,28.38,8052M,197,4544,20,84,438,21,166,9437,9.85,29,3602,211,6,42,2,4,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
55,78391.9,0.291558,974.157729,8.16335,2365.53,4.96060139960911,10.372616857137,1518,2834,12.13,7.61,79283.3,6.45778,226.49,2.17333,0,2.56,2.52,25.92,7406M,25.92,7406M,82,2545,24,91,393,19,81,10503,11.38,28,4238,130,6,23,4,4,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
95,80349.3,0.291561,892.046106,8.18988,1838.31,5.15535056987094,10.2444667651407,1427,2494,1.54,6.65,79013.9,6.47556,225.44,2.25444,0,2.02,2,28.25,7866M,28.25,7866M,209,3996,24,84,462,17,142,12180,9.92,29,3939,206,6,48,2,4,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
84,81244.1,0.292236,999.725618,8.28828,1410.15,4.44639840786979,10.4074667711481,1212,1554,0.13,2.9,79879.5,6.38889,231.74,2.20222,0,2.37,2.4,23.14,7543M,23.14,7543M,50,785,23,91,991,15,59,8958,7.03,27,4258,171,5,23,1,4,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
72,79685.9,0.292418,961.221753,8.25186,3037.45,4.5744070206693,10.5120870114444,2718,3406,2.47,4.46,78184.3,6.54556,225.44,2.25111,0,2.31,2.29,28.17,7874M,28.17,7874M,87,3679,25,88,408,20,115,11151,9.44,32,3795,200,6,17,5,4,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
