Instances,Throughput,Responsetime,MEM_MEAN,CPU_MEAN,CPU_MIN,CPU_MAX,MEM_MIN,MEM_MAX,CPU_REQ,MEM_REQ,CPU_LIM,MEM_LIM,WEB_ERRORS
1,738.483,923.333,1237.83,2.35408,2.08137418441111,2.67064457302963,1203,1272,4,6192M,4,6192M,0
