Trials,Throughput,Responsetime,TOTAL_PODS_MEM,TOTAL_PODS_CPU,CPU_MIN,CPU_MAX,MEM_MIN,MEM_MAX,WEB_ERRORS,MAXINLINELEVEL,thrpt_ci,resp_ci,cpu_ci,mem_ci
1,854.489,94.5556,576.41,1.96972,1.79280692184048,2.09193521406189,555,600,0,9, ,2.29,8.33,1.18,1.25

