Instances,Throughput,Responsetime,TOTAL_PODS_MEM,TOTAL_PODS_CPU,CPU_MIN,CPU_MAX,MEM_MIN,MEM_MAX,CLUSTER_MEM%,CLUSTER_CPU%,CPU_REQ,MEM_REQ,WEB_ERRORS,MAXINLINELEVEL
1,235.083,1144.33,301.387,2.1393,1.9299093347763034,2.301823348210267,299,306,40.9251,42.5042,3.63,390.49M,0,,,,,,9.2,10.33,0.4,2.14
1,243.567,1151.5,319.473,2.20893,1.9939491515122643,2.4451765432299917,317,323,40.6426,46.2575,3.5100000000000002,467.67M,0,,,,,,10.18,12.44,0.39,3
1,110.167,2888.33,336.393,0.835911,.7651039940421228,.9634245075501775,331,346,40.7545,32.5697,1.1400000000000001,590.5699999999999M,0.5,,,,,,2.61,2.96,0.75,4.22
1,302.7,857.5,381.04,1.72607,1.574870450363757,1.8585780414597028,379,383,41.1023,41.1269,4.62,887.2M,0,,,,,,1.55,1.88,0.32,2.44
1,293.417,898.333,332.765,2.01565,1.7590956211312496,2.243219825030661,331,334,40.8362,43.3964,5.1,516.31M,0,,,,,,1.37,1.42,0.2,3.71
1,165.383,1825.17,360.82,1.27002,1.1145848576093558,1.369499210058139,357,365,40.9974,36.7645,1.87,736.69M,0,,,,,,4.33,5,0.45,0.9
1,230.3,1221,394.129,1.58429,1.4329671510833166,1.717945045758399,390,407,41.2046,40.1428,2.41,1019.77M,0,,,,,,1.63,2,0.72,1.53
1,299.267,877.5,375.718,1.79198,1.5606567212960305,1.9420072732749318,373,377,41.0125,41.2365,4.21,883.4M,0,,,,,,1.78,2.17,0.38,3.11
1,296.45,888.167,372.796,1.89956,1.6786496198116783,2.095655157506156,370,382,40.9922,44.1901,3.67,821.79M,0,,,,,,1.41,1.89,0.42,1.64
1,301.167,867.833,388.582,1.89621,1.6838877602287499,2.1384015944050963,385,409,40.8183,44.7756,4.57,994.49M,0,,,,,,1.83,2.43,0.83,2.86
1,305.05,855,397.188,1.78675,1.52058093000375,1.9840343498654025,392,401,41.7033,44.8864,4.12,1000.84M,0,,,,,,2.42,3.1,1.05,3.19
1,290.383,912.667,359.896,2.11204,1.8963014179724087,2.3153789916111003,353,415,40.8863,45.7114,4.050000000000001,730.37M,0,,,,,,2.75,3.79,1.31,1.89
1,279.183,962.5,390.14,1.83047,1.5955296905699634,2.0811241161495686,388,392,41.4849,44.7776,3.14,985.67M,0,,,,,,4.43,5.84,0.35,6.65
1,296.033,879.167,403.234,1.91704,1.6659440824139211,2.1941063343792164,398,408,41.243,45.1671,4.07,1004.8000000000001M,0,,,,,,3.53,2.92,1.07,7.89
1,297.6,868.667,357.112,1.8059,1.643418223409433,1.9509033066556825,354,359,41.2117,42.2073,4.800000000000001,748.34M,0,,,,,,1.66,1.32,0.48,1.16
1,259.617,1054.67,351.74,2.01741,1.82053956099684,2.175917195828557,349,353,41.1714,45.5816,3.21,723.88M,0,,,,,,2.76,3.54,0.51,2.44
1,298.067,867,390.701,1.91374,1.6769806450282891,2.199087954217642,385,439,41.0707,43.3796,4.8100000000000005,965.07M,0,,,,,,2.71,3.71,1.56,6.19
1,302.433,858.333,399.461,1.82654,1.6252720484147074,2.0736967954411325,386,413,41.0837,40.7264,4.95,963.66M,0,,,,,,2.99,1.86,3.42,3.08
1,305.017,855,381.145,1.89149,1.595263156910936,2.1738963346481888,379,382,40.9841,43.207,4.300000000000001,903.6M,0,,,,,,2.03,2.76,0.21,8.71
1,305.8,851.833,371.757,1.83755,1.61669459391463,2.0724351848460767,369,373,41.6118,42.5206,3.79,867.04M,0,,,,,,0.54,0.65,0.21,3.75
1,290.6,913,377.298,1.91199,1.6003658611711669,2.1472434982481405,372,390,41.1545,39.6957,3.14,853.84M,0,,,,,,2.74,3.71,1.22,6.68
1,303.55,857.667,392.759,1.77196,1.6018142324444964,1.9108661960478777,388,396,41.2886,39.1896,3.46,995.83M,0,,,,,,1.4,1.35,0.44,0.71
1,305.033,848.333,367.487,1.72717,1.5448186484824507,1.893981010696139,364,369,41.2561,39.1113,3.7800000000000002,811.15M,0,,,,,,1.76,1.6,0.52,2.99
1,277.783,969.167,357.238,1.89125,1.6316982965656295,2.1249792300676065,355,358,41.2114,40.9722,2.94,704.6800000000001M,0,,,,,,1.8,1.57,0.16,6.24
1,299.233,875.667,358.793,1.92444,1.6957841646696594,2.160522629922879,349,473,41.064,42.2873,3.86,705.78M,0,,,,,,3.01,4.23,2.91,4.52
1,303.983,856.333,377.346,1.8452,1.5629525762247856,2.109073359854235,375,379,41.0959,41.5016,3.83,863.65M,0,,,,,,2.17,2.18,0.34,8.22
1,308,844.667,376.743,1.91767,1.693992407409951,2.0936465902599273,368,383,40.9589,40.6347,4.41,822.14M,0,,,,,,0.56,0.79,1.94,2.73
