Trials,Throughput,Responsetime,TOTAL_PODS_MEM,TOTAL_PODS_CPU,CPU_MIN,CPU_MAX,MEM_MIN,MEM_MAX,WEB_ERRORS,MAXINLINELEVEL,thrpt_ci,resp_ci,cpu_ci,mem_ci,cpu_req,mem_req,cpu_lim,mem_lim
1,622.633,235.667,528.872,1.68835,1.37054229747494,1.95289022896136,477,583,0,9,10.65,20.48,9.63,9.88,2.87,669,3.5,1024
1,640.383,220.5,531.791,1.75442,1.52112759628853,1.96689316429978,525,538,0,13,7.59,15.74,0.89,7.4,2.87,669,3.5,1024
