TRIALS,THROUGHPUT_RATE_3m,RESPONSE_TIME_RATE_3m,MAX_RESPONSE_TIME,RESPONSE_TIME_50p,RESPONSE_TIME_95p,RESPONSE_TIME_98p,RESPONSE_TIME_99p,RESPONSE_TIME_999p,MEM_USAGE,CPU_USAGE,CPU_MIN,CPU_MAX,MEM_MIN,MEM_MAX,THRP_PROM_CI,RSP_PROM_CI,THROUGHPUT_WRK,RESPONSETIME_WRK,RESPONSETIME_MAX_WRK,STDEV_RESPTIME_MAX_WRK,WEB_ERRORS,THRP_WRK_CI,RSP_WRK_CI,CPU_REQ,MEM_REQ,CPU_LIM,MEM_LIM,MAXINLINELEVEL,QRKS_TP_CORETHREADS, QRKS_TP_QUEUESIZE,QRKS_DS_JDBC_MINSIZE,QRKS_DS_JDBC_MAXSIZE
1,300,11,1959.000,5.50042000,37.0273000,84.0166000,225.574000,556.269000,376.91,0.171455,.15036693449629632,.2767202512499721,360,401,149.06,181.51,300.922,83.855,1480.00,168.11,0,0.52,16.85,,,,,,,,,
