Trials,Throughput,Responsetime,TOTAL_PODS_MEM,TOTAL_PODS_CPU,CPU_MIN,CPU_MAX,MEM_MIN,MEM_MAX,CLUSTER_MEM%,CLUSTER_CPU%,WEB_ERRORS,MAXINLINESIZE,thrpt_ci,resp_ci,cpu_ci,mem_ci,CPU_REQ,MEM_REQ,CPU_LIM,MEM_LIM
1,636.283,245,594.151,1.26508,1.0340100206524319,1.472864894210558,582,606,34.4323,30.4407,0,35,3.59,6.56,1.59,1.83,2.87,669,3.5,1024
1,642.733,239.5,588.708,1.22965,.9959804105662501,1.5029144430797965,574,595,34.4632,28.395,0,58,4.92,10.97,1.36,3.44,2.87,669,3.5,1024
