Trial,Throughput,Responsetime,Memory_used,CPU_used,cpu_min,cpu_max,mem_min,mem_max,cluster_mem,cluster_cpu,cpu_req,cpu_lim,mem_req,mem_lim
1,466.000,441.667,384.874,1.479,1.193,1.749,382.000,389.000,17.179,27.343,,2.9,,1024Mi
