Trials,Throughput,Responsetime,TOTAL_PODS_MEM,TOTAL_PODS_CPU,CPU_MIN,CPU_MAX,MEM_MIN,MEM_MAX,WEB_ERRORS,MAXINLINESIZE,thrpt_ci,resp_ci,cpu_ci,mem_ci,cpu_req,mem_req,cpu_lim,mem_lim
1,667.7,222.5,580.809,1.20162,.9241227763275,1.4055072536752478,570,589,34.8112,27.981,0,35,5.11,10.22, 0.91,3.17,2.87,669,3.5,1024
